id,calving.vonmises_calving.sigma_max,calving.rate_scaling.file,ocean.th.gamma_T,ocean_file,climate_file,frontal_melt.routing.parameter_a,frontal_melt.routing.parameter_b,frontal_melt.routing.power_alpha,frontal_melt.routing.power_beta,sia_e,ssa_n,pseudo_plastic_q,till_effective_fraction_overburden,phi_min,phi_max,z_min,z_max,Model,basal_resistance.pseudo_plastic.q,basal_yield_stress.mohr_coulomb.till_effective_fraction_overburden,basal_yield_stress.mohr_coulomb.topg_to_phi.phi_max,basal_yield_stress.mohr_coulomb.topg_to_phi.phi_min,basal_yield_stress.mohr_coulomb.topg_to_phi.topg_max,basal_yield_stress.mohr_coulomb.topg_to_phi.topg_min,calving.thickness_calving.threshold,climate,fractures,frontal_melt,hydrology,ocean.models,prescribed_retreat_file,sliding_law,stress_balance.sia.enhancement_factor,stress_balance.ssa.Glen_exponent
12,417134.2730710933,seasonal_calving_id_2_1975_2025.nc,9.138863947315115e-05,MAR3.9_NorESM1-M_rcp85_ocean_1960-2100_v4.nc,DMI-HIRHAM5_ERA_1975_2021_EPSG3413_4500M_MM.nc,0.00035992741391063955,1.2139790143336224,0.5537902356208408,2.0947536409504917,2.2950168,3.2866297,0.83289975,0.016384138,6.983303,43.763676,-385.62634,290.71664,20.0,0.7508221,0.01845403,42.79528,7.193718,243.8239,-369.6359,50,given_smb,false,routing,routing,th,pism_g450m_frontretreat_calfin_1972_2019.nc,pseudo_plastic,2.608046,3.309718
13,427369.85917383234,seasonal_calving_id_1_1975_2025.nc,0.00013267162668665418,MAR3.9_HadGEM2-ES_rcp85_ocean_1960-2100_v4.nc,MARv3.14-monthly-ERA5-1975_2023.nc,0.0003299074770516523,1.4508124892835972,0.5629647061086668,2.4771287674229816,2.4102397,3.3534913,0.81143254,0.016041968,8.214347,43.82307,-372.88654,375.02136,13.0,0.7508221,0.01845403,42.79528,7.193718,243.8239,-369.6359,50,given_smb,false,routing,routing,th,pism_g450m_frontretreat_calfin_1972_2019.nc,pseudo_plastic,2.608046,3.309718
14,533614.4618419276,seasonal_calving_id_5_1975_2025.nc,0.00012900238844164587,MAR3.9_ACCESS1-3_rcp85_ocean_1960-2100_v4.nc,DMI-HIRHAM5_ERA_1975_2021_EPSG3413_4500M_MM.nc,0.00031485578775875743,1.6665706661031994,0.31701175498763007,1.3279143535351798,2.4423244,3.3170586,0.7297531,0.024642508,5.685158,41.16887,-361.18152,371.58875,44.0,0.7508221,0.01845403,42.79528,7.193718,243.8239,-369.6359,50,given_smb,false,routing,routing,th,pism_g450m_frontretreat_calfin_1972_2019.nc,pseudo_plastic,2.608046,3.309718
15,367895.0353130274,seasonal_calving_id_0_1975_2025.nc,0.00014971908283694692,MAR3.9_UKESM1-CM6_ssp585_ocean_1960-2100_v4.nc,DMI-HIRHAM5_ERA_1975_2021_EPSG3413_4500M_MM.nc,0.00026012854549803806,1.333132681612628,0.6925146197971015,2.50987728093948,2.6011481,3.3213265,0.63372207,0.021244723,6.0772467,42.162014,-391.8216,84.67979,41.0,0.7508221,0.01845403,42.79528,7.193718,243.8239,-369.6359,50,given_smb,false,routing,routing,th,pism_g450m_frontretreat_calfin_1972_2019.nc,pseudo_plastic,2.608046,3.309718
16,469943.99320769776,seasonal_calving_id_6_1975_2025.nc,0.00011758411094962362,MAR3.9_MIROC-ESM-CHEM_rcp26_ocean_1960-2100_v4.nc,MARv3.14-monthly-ERA5-1975_2023.nc,0.00032678720629039366,1.0581400749936292,0.4649067795476639,2.641028629710192,2.6055517,3.1717925,0.6301113,0.026252324,8.040715,42.035797,-500.39532,693.29456,48.0,0.7508221,0.01845403,42.79528,7.193718,243.8239,-369.6359,50,given_smb,false,routing,routing,th,pism_g450m_frontretreat_calfin_1972_2019.nc,pseudo_plastic,2.608046,3.309718
17,455263.86792118114,seasonal_calving_id_0_1975_2025.nc,0.00011199978867091397,MAR3.9_NorESM1-M_rcp85_ocean_1960-2100_v4.nc,MARv3.14-monthly-ERA5-1975_2023.nc,0.00030664345730452004,1.479425749307829,0.6255388134168829,1.4324536609077523,2.5048635,3.2544038,0.7628082,0.027405782,5.9700685,43.413975,-175.93214,270.49756,26.0,0.7508221,0.01845403,42.79528,7.193718,243.8239,-369.6359,50,given_smb,false,routing,routing,th,pism_g450m_frontretreat_calfin_1972_2019.nc,pseudo_plastic,2.608046,3.309718
18,484185.96699373453,seasonal_calving_id_5_1975_2025.nc,8.616544306142366e-05,MAR3.9_MIROC-ESM-CHEM_rcp26_ocean_1960-2100_v4.nc,DMI-HIRHAM5_ERA_1975_2021_EPSG3413_4500M_MM.nc,0.00024058398389334903,1.2600701049239031,0.31412635300932434,1.6746771332859638,2.6790848,3.1941302,0.6520343,0.021019515,5.489525,43.477993,-434.77158,402.60745,32.0,0.7508221,0.01845403,42.79528,7.193718,243.8239,-369.6359,50,given_smb,false,routing,routing,th,pism_g450m_frontretreat_calfin_1972_2019.nc,pseudo_plastic,2.608046,3.309718
19,525715.1275635395,seasonal_calving_id_0_1975_2025.nc,9.84289368062156e-05,MAR3.9_NorESM1-M_rcp85_ocean_1960-2100_v4.nc,DMI-HIRHAM5_ERA_1975_2021_EPSG3413_4500M_MM.nc,0.0003518893488146654,1.1578506128072048,0.44069318361567467,1.1214635441621077,2.6384366,3.304644,0.71648926,0.015558795,5.665572,44.07359,-438.05527,188.79631,28.0,0.7508221,0.01845403,42.79528,7.193718,243.8239,-369.6359,50,given_smb,false,routing,routing,th,pism_g450m_frontretreat_calfin_1972_2019.nc,pseudo_plastic,2.608046,3.309718
20,576284.762341318,seasonal_calving_id_4_1975_2025.nc,9.672763773451127e-05,MAR3.9_IPSL-CM5-MR_rcp85_ocean_1960-2100_v4.nc,DMI-HIRHAM5_ERA_1975_2021_EPSG3413_4500M_MM.nc,0.0002813996429114429,1.209617623065845,0.4713601725786775,2.2620015201366455,2.8667636,3.3466003,0.7281095,0.020214852,6.5133696,43.945774,-488.6993,387.12204,13.0,0.7508221,0.01845403,42.79528,7.193718,243.8239,-369.6359,50,given_smb,false,routing,routing,th,pism_g450m_frontretreat_calfin_1972_2019.nc,pseudo_plastic,2.608046,3.309718
21,626599.9411386226,seasonal_calving_id_1_1975_2025.nc,0.00013125614973692886,MAR3.9_UKESM1-CM6_ssp585_ocean_1960-2100_v4.nc,DMI-HIRHAM5_ERA_1975_2021_EPSG3413_4500M_MM.nc,0.00029130126269183204,1.1689972358678293,0.6125126712535233,1.8898372950186944,2.315996,3.2894475,0.89709616,0.015769897,5.081259,40.980938,-380.76587,179.34837,21.0,0.7508221,0.01845403,42.79528,7.193718,243.8239,-369.6359,50,given_smb,false,routing,routing,th,pism_g450m_frontretreat_calfin_1972_2019.nc,pseudo_plastic,2.608046,3.309718
22,352856.1388992227,seasonal_calving_id_3_1975_2025.nc,0.000140343380851173,MAR3.9_CNRM-CM6_ssp585_ocean_1960-2100_v4.nc,MARv3.14-monthly-ERA5-1975_2023.nc,0.00028983267574749037,1.663960707432382,0.672597789791427,1.757990975367798,2.740302,3.3199914,0.78235334,0.023268014,7.158327,44.227505,-292.7611,397.5573,49.0,0.7508221,0.01845403,42.79528,7.193718,243.8239,-369.6359,50,given_smb,false,routing,routing,th,pism_g450m_frontretreat_calfin_1972_2019.nc,pseudo_plastic,2.608046,3.309718
23,404263.4010443604,seasonal_calving_id_1_1975_2025.nc,0.00013657358951191478,MAR3.9_MIROC-ESM-CHEM_rcp26_ocean_1960-2100_v4.nc,DMI-HIRHAM5_ERA_1975_2021_EPSG3413_4500M_MM.nc,0.00025288741485616963,1.3935362207129813,0.4158197795986197,1.6119852181745031,2.2937772,3.3226252,0.66953975,0.014205357,8.513236,44.545017,-593.3049,351.99164,36.0,0.7508221,0.01845403,42.79528,7.193718,243.8239,-369.6359,50,given_smb,false,routing,routing,th,pism_g450m_frontretreat_calfin_1972_2019.nc,pseudo_plastic,2.608046,3.309718
24,397470.38588945544,seasonal_calving_id_6_1975_2025.nc,9.492066040103547e-05,MAR3.9_HadGEM2-ES_rcp85_ocean_1960-2100_v4.nc,MARv3.14-monthly-ERA5-1975_2023.nc,0.00032502253257394887,1.0773628167548734,0.3487365485589904,2.732026889148515,2.8310783,3.2632785,0.8329439,0.021509806,7.8173375,42.1448,-203.3081,362.04514,31.0,0.7508221,0.01845403,42.79528,7.193718,243.8239,-369.6359,50,given_smb,false,routing,routing,th,pism_g450m_frontretreat_calfin_1972_2019.nc,pseudo_plastic,2.608046,3.309718
25,501464.46274329885,seasonal_calving_id_2_1975_2025.nc,8.291091689159843e-05,MAR3.9_CNRM-CM6_ssp126_ocean_1960-2100_v4.nc,DMI-HIRHAM5_ERA_1975_2021_EPSG3413_4500M_MM.nc,0.000266935196602604,1.3073166756812,0.6041364606202215,2.0571769005915423,2.259517,3.2816484,0.78262484,0.019645348,7.588902,42.572567,-267.76614,289.82153,30.0,0.7508221,0.01845403,42.79528,7.193718,243.8239,-369.6359,50,given_smb,false,routing,routing,th,pism_g450m_frontretreat_calfin_1972_2019.nc,pseudo_plastic,2.608046,3.309718
26,583286.7172684363,seasonal_calving_id_0_1975_2025.nc,0.00013010963952077813,MAR3.9_MIROC-ESM-CHEM_rcp26_ocean_1960-2100_v4.nc,MARv3.14-monthly-ERA5-1975_2023.nc,0.00034994428639945334,1.5293125046462681,0.3046168458532199,1.6289999655579148,2.8879488,3.2909305,0.6130051,0.021814436,5.560519,42.483536,-465.7234,371.76407,33.0,0.7508221,0.01845403,42.79528,7.193718,243.8239,-369.6359,50,given_smb,false,routing,routing,th,pism_g450m_frontretreat_calfin_1972_2019.nc,pseudo_plastic,2.608046,3.309718
27,555784.022633606,seasonal_calving_id_5_1975_2025.nc,0.00014853410707219055,MAR3.9_ACCESS1-3_rcp85_ocean_1960-2100_v4.nc,MARv3.14-monthly-ERA5-1975_2023.nc,0.000310809317072745,1.4699664600588882,0.3565137080515202,1.1782017735326962,2.8092515,3.2633154,0.71314985,0.025277836,7.3530054,41.785847,-295.4045,622.0319,14.0,0.7508221,0.01845403,42.79528,7.193718,243.8239,-369.6359,50,given_smb,false,routing,routing,th,pism_g450m_frontretreat_calfin_1972_2019.nc,pseudo_plastic,2.608046,3.309718
28,600395.5489148768,seasonal_calving_id_0_1975_2025.nc,0.00013749536295140397,MAR3.9_CNRM-ESM2_ssp585_ocean_1960-2100_v4.nc,MARv3.14-monthly-ERA5-1975_2023.nc,0.00024936689166534865,1.484008237266314,0.5765420159968693,1.7982331720185547,2.2837348,3.4032748,0.7908673,0.019421779,5.517182,43.888145,-515.17786,688.08606,13.0,0.7508221,0.01845403,42.79528,7.193718,243.8239,-369.6359,50,given_smb,false,routing,routing,th,pism_g450m_frontretreat_calfin_1972_2019.nc,pseudo_plastic,2.608046,3.309718
29,430089.64928671776,seasonal_calving_id_0_1975_2025.nc,0.0001058088482808418,MAR3.9_CNRM-CM6_ssp585_ocean_1960-2100_v4.nc,MARv3.14-monthly-ERA5-1975_2023.nc,0.0002803053048609839,1.4133270267328228,0.5123315019414234,1.9233055441439326,3.218172,3.3434198,0.7765873,0.022280645,9.837722,44.335087,-179.18753,491.05603,34.0,0.7508221,0.01845403,42.79528,7.193718,243.8239,-369.6359,50,given_smb,false,routing,routing,th,pism_g450m_frontretreat_calfin_1972_2019.nc,pseudo_plastic,2.608046,3.309718
30,539611.3307833392,seasonal_calving_id_0_1975_2025.nc,9.589756696420552e-05,MAR3.9_CNRM-ESM2_ssp585_ocean_1960-2100_v4.nc,MARv3.14-monthly-ERA5-1975_2023.nc,0.0002980440897872814,1.5109316568053837,0.6805862609301869,1.3787564533356387,2.2760248,3.3051476,0.8395028,0.019339323,5.708493,41.638878,-319.07294,115.32819,19.0,0.7508221,0.01845403,42.79528,7.193718,243.8239,-369.6359,50,given_smb,false,routing,routing,th,pism_g450m_frontretreat_calfin_1972_2019.nc,pseudo_plastic,2.608046,3.309718
31,420490.9541428117,seasonal_calving_id_-1_1975_2025.nc,7.940100809181888e-05,MAR3.9_HadGEM2-ES_rcp85_ocean_1960-2100_v4.nc,DMI-HIRHAM5_ERA_1975_2021_EPSG3413_4500M_MM.nc,0.0002941728652980978,1.5724576625167879,0.6862597633760306,2.1035255997177256,3.145525,3.3425982,0.7499792,0.020226441,8.355036,44.646095,-277.3667,198.1735,26.0,0.7508221,0.01845403,42.79528,7.193718,243.8239,-369.6359,50,given_smb,false,routing,routing,th,pism_g450m_frontretreat_calfin_1972_2019.nc,pseudo_plastic,2.608046,3.309718
32,623357.2979639606,seasonal_calving_id_5_1975_2025.nc,0.00010334550044956273,MAR3.9_CNRM-CM6_ssp585_ocean_1960-2100_v4.nc,MARv3.14-monthly-ERA5-1975_2023.nc,0.00025576693586298015,1.1228075540922287,0.37669510552425306,2.1265791760287835,3.0680711,3.2752306,0.70446396,0.018690214,9.459747,41.877182,-364.5032,275.05463,45.0,0.7508221,0.01845403,42.79528,7.193718,243.8239,-369.6359,50,given_smb,false,routing,routing,th,pism_g450m_frontretreat_calfin_1972_2019.nc,pseudo_plastic,2.608046,3.309718
33,472400.9715234519,seasonal_calving_id_3_1975_2025.nc,0.00014801240496598527,MAR3.9_CNRM-ESM2_ssp585_ocean_1960-2100_v4.nc,MARv3.14-monthly-ERA5-1975_2023.nc,0.0003457245580368195,1.4654584698393371,0.6351936448866664,2.313693795765179,2.8238409,3.3681862,0.7204006,0.023775421,7.2531757,42.413242,-415.91876,822.8716,36.0,0.7508221,0.01845403,42.79528,7.193718,243.8239,-369.6359,50,given_smb,false,routing,routing,th,pism_g450m_frontretreat_calfin_1972_2019.nc,pseudo_plastic,2.608046,3.309718
34,593875.0615325483,seasonal_calving_id_0_1975_2025.nc,0.00013899497210193175,MAR3.9_ACCESS1-3_rcp85_ocean_1960-2100_v4.nc,DMI-HIRHAM5_ERA_1975_2021_EPSG3413_4500M_MM.nc,0.00030946599470545194,1.1927875503227021,0.52662364070131,2.145467899957012,2.136554,3.318916,0.7113337,0.014452818,9.613873,43.22853,-387.5613,172.08907,48.0,0.7508221,0.01845403,42.79528,7.193718,243.8239,-369.6359,50,given_smb,false,routing,routing,th,pism_g450m_frontretreat_calfin_1972_2019.nc,pseudo_plastic,2.608046,3.309718
35,586170.5712361634,seasonal_calving_id_4_1975_2025.nc,0.0001338043544319494,MAR3.9_NorESM1-M_rcp85_ocean_1960-2100_v4.nc,DMI-HIRHAM5_ERA_1975_2021_EPSG3413_4500M_MM.nc,0.0003391278664879424,1.5231740640094649,0.49369014448201926,1.2621719834169063,2.5068884,3.3015504,0.5716956,0.015859134,6.2353983,42.25029,-470.27924,196.26047,14.0,0.7508221,0.01845403,42.79528,7.193718,243.8239,-369.6359,50,given_smb,false,routing,routing,th,pism_g450m_frontretreat_calfin_1972_2019.nc,pseudo_plastic,2.608046,3.309718
36,530413.1375782869,seasonal_calving_id_1_1975_2025.nc,8.081977520761543e-05,MAR3.9_MIROC-ESM-CHEM_rcp85_ocean_1960-2100_v4.nc,DMI-HIRHAM5_ERA_1975_2021_EPSG3413_4500M_MM.nc,0.00027812810112975343,1.676590957988338,0.30373782594692406,1.404759720576443,2.7271194,3.2364435,0.4994295,0.02712401,8.28519,42.754936,-338.38165,407.3932,10.0,0.7508221,0.01845403,42.79528,7.193718,243.8239,-369.6359,50,given_smb,false,routing,routing,th,pism_g450m_frontretreat_calfin_1972_2019.nc,pseudo_plastic,2.608046,3.309718
37,630931.8429021114,seasonal_calving_id_6_1975_2025.nc,0.00010922320788300105,MAR3.9_CNRM-CM6_ssp585_ocean_1960-2100_v4.nc,DMI-HIRHAM5_ERA_1975_2021_EPSG3413_4500M_MM.nc,0.00033004196496307716,1.561998375347234,0.6555294662758223,1.7251003838970083,2.4974868,3.3177044,0.57390547,0.016272575,9.432859,41.8521,-495.72577,194.48354,31.0,0.7508221,0.01845403,42.79528,7.193718,243.8239,-369.6359,50,given_smb,false,routing,routing,th,pism_g450m_frontretreat_calfin_1972_2019.nc,pseudo_plastic,2.608046,3.309718
38,637954.8072992121,seasonal_calving_id_1_1975_2025.nc,0.00012424645725664306,MAR3.9_CSIRO-Mk3.6_rcp85_ocean_1960-2100_v4.nc,DMI-HIRHAM5_ERA_1975_2021_EPSG3413_4500M_MM.nc,0.00032121363921225094,1.2911193415260076,0.48053754287882533,1.1521897641924883,2.5330825,3.3366177,0.739622,0.019290986,5.473079,43.78489,-466.4525,253.341,4.0,0.7508221,0.01845403,42.79528,7.193718,243.8239,-369.6359,50,given_smb,false,routing,routing,th,pism_g450m_frontretreat_calfin_1972_2019.nc,pseudo_plastic,2.608046,3.309718
39,369455.03653764597,seasonal_calving_id_1_1975_2025.nc,0.0001257059318922623,MAR3.9_UKESM1-CM6_ssp585_ocean_1960-2100_v4.nc,DMI-HIRHAM5_ERA_1975_2021_EPSG3413_4500M_MM.nc,0.0003455403239642752,1.6073309639574334,0.4357775045580782,2.3679799732978903,3.113363,3.3918295,0.82544726,0.01882345,9.482062,43.56075,-474.57306,119.93315,5.0,0.7508221,0.01845403,42.79528,7.193718,243.8239,-369.6359,50,given_smb,false,routing,routing,th,pism_g450m_frontretreat_calfin_1972_2019.nc,pseudo_plastic,2.608046,3.309718
40,478516.09744516225,seasonal_calving_id_-1_1975_2025.nc,0.00012106057338460576,MAR3.9_HadGEM2-ES_rcp85_ocean_1960-2100_v4.nc,DMI-HIRHAM5_ERA_1975_2021_EPSG3413_4500M_MM.nc,0.0003477595320123726,1.6012930794616411,0.6021987328039395,1.6858643835779183,2.8413498,3.306745,0.68467605,0.021134796,7.877483,41.074688,-361.49078,212.44159,1.0,0.7508221,0.01845403,42.79528,7.193718,243.8239,-369.6359,50,given_smb,false,routing,routing,th,pism_g450m_frontretreat_calfin_1972_2019.nc,pseudo_plastic,2.608046,3.309718
41,606879.6762260601,seasonal_calving_id_-1_1975_2025.nc,0.00011968815704430075,MAR3.9_CNRM-CM6_ssp126_ocean_1960-2100_v4.nc,DMI-HIRHAM5_ERA_1975_2021_EPSG3413_4500M_MM.nc,0.00028755523926599297,1.1084604960211544,0.3896984842226634,2.405159936449503,2.3388839,3.2847228,0.84989524,0.012436877,9.038059,43.70168,-341.86804,108.13546,23.0,0.7508221,0.01845403,42.79528,7.193718,243.8239,-369.6359,50,given_smb,false,routing,routing,th,pism_g450m_frontretreat_calfin_1972_2019.nc,pseudo_plastic,2.608046,3.309718
42,459783.03734610794,seasonal_calving_id_2_1975_2025.nc,0.00011815304041335982,MAR3.9_UKESM1-CM6_ssp585_ocean_1960-2100_v4.nc,MARv3.14-monthly-ERA5-1975_2023.nc,0.0002974802008669349,1.559375523591842,0.3268352602982907,1.7742652312691607,2.4658012,3.3225858,0.86780226,0.01954907,6.7693505,42.32434,-276.2516,244.7286,25.0,0.7508221,0.01845403,42.79528,7.193718,243.8239,-369.6359,50,given_smb,false,routing,routing,th,pism_g450m_frontretreat_calfin_1972_2019.nc,pseudo_plastic,2.608046,3.309718
43,614664.7674491622,seasonal_calving_id_4_1975_2025.nc,0.0001137534526513457,MAR3.9_HadGEM2-ES_rcp85_ocean_1960-2100_v4.nc,MARv3.14-monthly-ERA5-1975_2023.nc,0.0002573816933803433,1.1475340253383948,0.5807757243207922,2.33071262508644,2.5239651,3.3348196,0.7672493,0.020694043,7.0851674,42.156063,-469.50223,419.68607,23.0,0.7508221,0.01845403,42.79528,7.193718,243.8239,-369.6359,50,given_smb,false,routing,routing,th,pism_g450m_frontretreat_calfin_1972_2019.nc,pseudo_plastic,2.608046,3.309718
