id,calving.vonmises_calving.sigma_max,calving.rate_scaling.file,ocean.th.gamma_T,ocean_file,climate_file,frontal_melt.routing.parameter_a,frontal_melt.routing.parameter_b,frontal_melt.routing.power_alpha,frontal_melt.routing.power_beta,stress_balance.sia.enhancement_factor,stress_balance.ssa.Glen_exponent,basal_resistance.pseudo_plastic.q,basal_yield_stress.mohr_coulomb.till_effective_fraction_overburden,basal_yield_stress.mohr_coulomb.topg_to_phi.phi_min,basal_yield_stress.mohr_coulomb.topg_to_phi.phi_max,basal_yield_stress.mohr_coulomb.topg_to_phi.topg_min,basal_yield_stress.mohr_coulomb.topg_to_phi.topg_max,calving.thickness_calving.threshold,climate,fractures,frontal_melt,hydrology,ocean.models,prescribed_retreat_file,sliding_law
10,487034.03631294845,seasonal_calving_id_6_1975_2025.nc,0.00010608319978428984,MAR3.9_IPSL-CM5-MR_rcp85_ocean_1960-2100_v4.nc,DMI-HIRHAM5_ERA_1975_2021_EPSG3413_4500M_MM.nc,0.00030605882482812605,1.586181336286273,0.42270401315673006,1.2800336423493963,2.5809994,3.3044136,0.62945694,0.016555429,5.3332553,44.21669,-513.13715,362.53476,50,given_smb,false,routing,routing,th,pism_g450m_frontretreat_calfin_1972_2019.nc,pseudo_plastic
11,604652.3690966758,seasonal_calving_id_6_1975_2025.nc,7.760494790783728e-05,MAR3.9_CNRM-CM6_ssp585_ocean_1960-2100_v4.nc,MARv3.14-monthly-ERA5-1975_2023.nc,0.00032034744945728857,1.261887335581891,0.6417078228587786,1.9757434106588248,2.9534857,3.3027756,0.70853615,0.020104019,7.65761,41.997723,-254.73526,215.70932,50,given_smb,false,routing,routing,th,pism_g450m_frontretreat_calfin_1972_2019.nc,pseudo_plastic
12,537639.1112039379,seasonal_calving_id_1_1975_2025.nc,0.00014595779470588102,MAR3.9_NorESM1-M_rcp85_ocean_1960-2100_v4.nc,MARv3.14-monthly-ERA5-1975_2023.nc,0.00030234769561038094,1.0928486015649417,0.4849963216600223,1.9896036619230093,2.0866945,3.303034,0.73999894,0.015869167,10.044788,41.08971,-292.76505,146.41823,50,given_smb,false,routing,routing,th,pism_g450m_frontretreat_calfin_1972_2019.nc,pseudo_plastic
13,602888.7344833331,seasonal_calving_id_6_1975_2025.nc,0.00011570406074977458,MAR3.9_CSIRO-Mk3.6_rcp85_ocean_1960-2100_v4.nc,DMI-HIRHAM5_ERA_1975_2021_EPSG3413_4500M_MM.nc,0.0002734254336867498,1.0833764377339525,0.6003507956427064,2.2548374717691217,1.8789861,3.3529263,0.7784652,0.01399526,7.3662157,43.83763,-414.8434,214.2725,50,given_smb,false,routing,routing,th,pism_g450m_frontretreat_calfin_1972_2019.nc,pseudo_plastic
14,634676.5826161483,seasonal_calving_id_1_1975_2025.nc,9.722364253671082e-05,MAR3.9_NorESM1-M_rcp85_ocean_1960-2100_v4.nc,MARv3.14-monthly-ERA5-1975_2023.nc,0.00033280069807224894,1.4804378189324527,0.6426148039770012,1.2998759589551452,2.4670064,3.2791705,0.7181443,0.021499967,6.661894,40.17042,-304.94598,276.15982,50,given_smb,false,routing,routing,th,pism_g450m_frontretreat_calfin_1972_2019.nc,pseudo_plastic
15,543374.6169388951,seasonal_calving_id_2_1975_2025.nc,0.00014208315172558803,MAR3.9_MIROC-ESM-CHEM_rcp26_ocean_1960-2100_v4.nc,DMI-HIRHAM5_ERA_1975_2021_EPSG3413_4500M_MM.nc,0.00033400087412287113,1.3238444105244196,0.5490416719323512,1.1981847101990153,2.9752157,3.3312516,0.8434425,0.023767687,6.097449,43.659126,-216.75261,209.36389,50,given_smb,false,routing,routing,th,pism_g450m_frontretreat_calfin_1972_2019.nc,pseudo_plastic
16,574817.0995070627,seasonal_calving_id_0_1975_2025.nc,0.00014736862229718962,MAR3.9_MIROC-ESM-CHEM_rcp85_ocean_1960-2100_v4.nc,DMI-HIRHAM5_ERA_1975_2021_EPSG3413_4500M_MM.nc,0.0002978218826404797,1.3946666811005928,0.33154671527419666,2.6972027725852055,2.6812675,3.303408,0.5678329,0.01764652,9.035683,42.529305,-418.34467,108.607735,50,given_smb,false,routing,routing,th,pism_g450m_frontretreat_calfin_1972_2019.nc,pseudo_plastic
17,547621.2691943664,seasonal_calving_id_6_1975_2025.nc,9.595643561956568e-05,MAR3.9_NorESM1-M_rcp85_ocean_1960-2100_v4.nc,MARv3.14-monthly-ERA5-1975_2023.nc,0.00029597074112866733,1.6380055227980783,0.598472350252446,1.7904428428741541,3.0572376,3.3503132,0.80682045,0.01873576,6.0264225,41.793518,-412.3467,215.46501,50,given_smb,false,routing,routing,th,pism_g450m_frontretreat_calfin_1972_2019.nc,pseudo_plastic
18,358269.3764940231,seasonal_calving_id_1_1975_2025.nc,0.00014788450577690209,MAR3.9_HadGEM2-ES_rcp85_ocean_1960-2100_v4.nc,MARv3.14-monthly-ERA5-1975_2023.nc,0.0003400506177016608,1.6604580920248975,0.502158918027592,1.5478151257880883,2.6144028,3.2859762,0.78150886,0.018524341,7.5567064,44.68182,-286.1287,361.39914,50,given_smb,false,routing,routing,th,pism_g450m_frontretreat_calfin_1972_2019.nc,pseudo_plastic
19,387860.504744842,seasonal_calving_id_0_1975_2025.nc,0.00012296858612505007,MAR3.9_CSIRO-Mk3.6_rcp85_ocean_1960-2100_v4.nc,DMI-HIRHAM5_ERA_1975_2021_EPSG3413_4500M_MM.nc,0.00026588904732947704,1.2577208309523218,0.3073183131380874,2.006587321147223,2.5935085,3.3042672,0.83166075,0.01793764,6.2763333,40.6433,-377.85477,209.541,50,given_smb,false,routing,routing,th,pism_g450m_frontretreat_calfin_1972_2019.nc,pseudo_plastic
20,370124.740376508,seasonal_calving_id_2_1975_2025.nc,0.00014470412958679624,MAR3.9_ACCESS1-3_rcp85_ocean_1960-2100_v4.nc,DMI-HIRHAM5_ERA_1975_2021_EPSG3413_4500M_MM.nc,0.00032592404427201136,1.0350240565068862,0.3042336705077798,2.1324313689229486,2.75782,3.321939,0.83468443,0.023643928,5.915508,44.4213,-276.1445,189.14697,50,given_smb,false,routing,routing,th,pism_g450m_frontretreat_calfin_1972_2019.nc,pseudo_plastic
21,424492.5938553584,seasonal_calving_id_3_1975_2025.nc,0.00010201283464557223,MAR3.9_CNRM-ESM2_ssp585_ocean_1960-2100_v4.nc,MARv3.14-monthly-ERA5-1975_2023.nc,0.00030108453611106095,1.1437507123759736,0.31922676284896584,2.271449036417782,2.5931153,3.2771544,0.68007493,0.020729832,7.5361986,44.4798,-311.25455,461.2191,50,given_smb,false,routing,routing,th,pism_g450m_frontretreat_calfin_1972_2019.nc,pseudo_plastic
22,619806.1227432722,seasonal_calving_id_0_1975_2025.nc,0.00010865316093653326,MAR3.9_NorESM1-M_rcp85_ocean_1960-2100_v4.nc,DMI-HIRHAM5_ERA_1975_2021_EPSG3413_4500M_MM.nc,0.00029564303671495774,1.5306301948798937,0.6276096089745321,1.5274147518741124,1.9574368,3.307053,0.7191691,0.0149444705,6.3634048,42.29138,-463.70724,260.93936,50,given_smb,false,routing,routing,th,pism_g450m_frontretreat_calfin_1972_2019.nc,pseudo_plastic
23,523361.6677153264,seasonal_calving_id_2_1975_2025.nc,0.00013436000445354269,MAR3.9_MIROC-ESM-CHEM_rcp85_ocean_1960-2100_v4.nc,MARv3.14-monthly-ERA5-1975_2023.nc,0.00028400970954763717,1.0339597021648068,0.6599566709923235,2.6098223293049156,2.5973477,3.3777506,0.804308,0.011936645,11.113992,43.441708,-420.52426,46.685802,50,given_smb,false,routing,routing,th,pism_g450m_frontretreat_calfin_1972_2019.nc,pseudo_plastic
24,390172.8371275729,seasonal_calving_id_6_1975_2025.nc,0.00012956238344545085,MAR3.9_MIROC-ESM-CHEM_rcp26_ocean_1960-2100_v4.nc,DMI-HIRHAM5_ERA_1975_2021_EPSG3413_4500M_MM.nc,0.00033317550722342294,1.4917696227830244,0.33428827592503224,1.7507378539097402,2.7551377,3.329759,0.6298577,0.016757442,8.828326,42.884064,-579.6539,314.99454,50,given_smb,false,routing,routing,th,pism_g450m_frontretreat_calfin_1972_2019.nc,pseudo_plastic
25,612779.3983336745,seasonal_calving_id_1_1975_2025.nc,0.0001139795818781401,MAR3.9_HadGEM2-ES_rcp85_ocean_1960-2100_v4.nc,MARv3.14-monthly-ERA5-1975_2023.nc,0.00024210067337394125,1.0984427248561994,0.35920153720280024,2.395732110622075,1.9594067,3.278622,0.8797844,0.014977138,6.7378106,43.672947,-459.10556,356.9815,50,given_smb,false,routing,routing,th,pism_g450m_frontretreat_calfin_1972_2019.nc,pseudo_plastic
26,544711.6933258433,seasonal_calving_id_6_1975_2025.nc,0.00011772996030172956,MAR3.9_NorESM1-M_rcp85_ocean_1960-2100_v4.nc,DMI-HIRHAM5_ERA_1975_2021_EPSG3413_4500M_MM.nc,0.0003412370140976904,1.609692006471705,0.539073527650689,2.0884813580257626,2.5348895,3.2916408,0.8004009,0.018080145,7.128076,42.8601,-300.3981,92.74017,50,given_smb,false,routing,routing,th,pism_g450m_frontretreat_calfin_1972_2019.nc,pseudo_plastic
27,571685.2454256035,seasonal_calving_id_4_1975_2025.nc,9.476614429922062e-05,MAR3.9_NorESM1-M_rcp85_ocean_1960-2100_v4.nc,DMI-HIRHAM5_ERA_1975_2021_EPSG3413_4500M_MM.nc,0.0003306046241951875,1.646455162927651,0.4817799368369253,2.7368821535913175,2.388059,3.2914834,0.7561373,0.017383756,7.483696,43.42715,-332.52103,271.07635,50,given_smb,false,routing,routing,th,pism_g450m_frontretreat_calfin_1972_2019.nc,pseudo_plastic
28,380934.56474799156,seasonal_calving_id_2_1975_2025.nc,0.00012475703855333365,MAR3.9_CNRM-CM6_ssp126_ocean_1960-2100_v4.nc,MARv3.14-monthly-ERA5-1975_2023.nc,0.00030931797283810346,1.3540634062737518,0.5795958473251592,1.897524189157985,2.87454,3.2360625,0.7097625,0.016240975,6.6722984,42.531506,-408.9323,199.73631,50,given_smb,false,routing,routing,th,pism_g450m_frontretreat_calfin_1972_2019.nc,pseudo_plastic
29,541393.9994514476,seasonal_calving_id_3_1975_2025.nc,8.330888093513976e-05,MAR3.9_CNRM-ESM2_ssp585_ocean_1960-2100_v4.nc,DMI-HIRHAM5_ERA_1975_2021_EPSG3413_4500M_MM.nc,0.00032173424634869346,1.0574404057105693,0.4631093837242878,2.1055733987570076,2.7667086,3.3597963,0.75421053,0.017868008,6.8682704,44.717888,-455.47952,50.396183,50,given_smb,false,routing,routing,th,pism_g450m_frontretreat_calfin_1972_2019.nc,pseudo_plastic
30,517960.51798811555,seasonal_calving_id_5_1975_2025.nc,8.451481924767049e-05,MAR3.9_ACCESS1-3_rcp85_ocean_1960-2100_v4.nc,DMI-HIRHAM5_ERA_1975_2021_EPSG3413_4500M_MM.nc,0.0003442385176511164,1.513846836655826,0.4142723040337667,2.3158374225958815,2.5964305,3.323105,0.78390175,0.019024402,12.191181,44.456604,-217.27577,347.5778,50,given_smb,false,routing,routing,th,pism_g450m_frontretreat_calfin_1972_2019.nc,pseudo_plastic
31,457252.8844092861,seasonal_calving_id_4_1975_2025.nc,9.671496519047166e-05,MAR3.9_UKESM1-CM6_ssp585_ocean_1960-2100_v4.nc,DMI-HIRHAM5_ERA_1975_2021_EPSG3413_4500M_MM.nc,0.00024334683404931334,1.380727945657259,0.4546825280662642,2.1012221931561617,2.823158,3.3236141,0.69830185,0.021671925,9.485097,44.81599,-294.15753,120.78878,50,given_smb,false,routing,routing,th,pism_g450m_frontretreat_calfin_1972_2019.nc,pseudo_plastic
32,553626.3327826797,seasonal_calving_id_3_1975_2025.nc,9.976948134768179e-05,MAR3.9_IPSL-CM5-MR_rcp85_ocean_1960-2100_v4.nc,DMI-HIRHAM5_ERA_1975_2021_EPSG3413_4500M_MM.nc,0.00035935142852551243,1.001170285766946,0.5431783877181562,1.3791817577732535,2.3576386,3.3640633,0.84867096,0.012942676,8.756297,42.772305,-394.30856,88.09612,50,given_smb,false,routing,routing,th,pism_g450m_frontretreat_calfin_1972_2019.nc,pseudo_plastic
33,642999.6068089276,seasonal_calving_id_4_1975_2025.nc,0.00011609505844404122,MAR3.9_CNRM-CM6_ssp126_ocean_1960-2100_v4.nc,DMI-HIRHAM5_ERA_1975_2021_EPSG3413_4500M_MM.nc,0.0002975273103594206,1.564581308854705,0.43224297966740244,1.9366172836595639,2.6346047,3.3104296,0.67115897,0.015534629,7.4145713,44.058628,-477.3491,105.63588,50,given_smb,false,routing,routing,th,pism_g450m_frontretreat_calfin_1972_2019.nc,pseudo_plastic
34,623349.7345784511,seasonal_calving_id_6_1975_2025.nc,0.00012046993160995143,MAR3.9_IPSL-CM5-MR_rcp85_ocean_1960-2100_v4.nc,DMI-HIRHAM5_ERA_1975_2021_EPSG3413_4500M_MM.nc,0.00032369526854465747,1.4200120935352594,0.5122691251467875,2.228024826329845,2.8841612,3.299649,0.68365747,0.014721502,7.8575444,44.046803,-567.1132,292.42715,50,given_smb,false,routing,routing,th,pism_g450m_frontretreat_calfin_1972_2019.nc,pseudo_plastic
35,491788.26391827053,seasonal_calving_id_0_1975_2025.nc,9.760552385469809e-05,MAR3.9_MIROC-ESM-CHEM_rcp26_ocean_1960-2100_v4.nc,MARv3.14-monthly-ERA5-1975_2023.nc,0.00031469082037860995,1.5716665107797718,0.47932814034780796,2.291189498067917,2.6304603,3.2985883,0.71260434,0.01714211,7.0740595,42.762897,-436.0698,209.51396,50,given_smb,false,routing,routing,th,pism_g450m_frontretreat_calfin_1972_2019.nc,pseudo_plastic
36,363583.39227639575,seasonal_calving_id_3_1975_2025.nc,0.00011286357247105593,MAR3.9_MIROC-ESM-CHEM_rcp85_ocean_1960-2100_v4.nc,DMI-HIRHAM5_ERA_1975_2021_EPSG3413_4500M_MM.nc,0.000289092868963734,1.05104570289157,0.32176750473839594,1.204384875801231,2.9737227,3.3660657,0.86613494,0.018369054,7.7698464,41.828056,-374.46164,146.0785,50,given_smb,false,routing,routing,th,pism_g450m_frontretreat_calfin_1972_2019.nc,pseudo_plastic
37,561829.5218442417,seasonal_calving_id_1_1975_2025.nc,8.112441523855233e-05,MAR3.9_HadGEM2-ES_rcp85_ocean_1960-2100_v4.nc,DMI-HIRHAM5_ERA_1975_2021_EPSG3413_4500M_MM.nc,0.0003078626471864043,1.5172741717676819,0.30217640062270984,2.3869239053026376,2.8393784,3.3853455,0.7302082,0.018984998,7.323978,40.203274,-448.2299,125.75005,50,given_smb,false,routing,routing,th,pism_g450m_frontretreat_calfin_1972_2019.nc,pseudo_plastic
38,422799.2147701819,seasonal_calving_id_0_1975_2025.nc,0.00012301978474342422,MAR3.9_IPSL-CM5-MR_rcp85_ocean_1960-2100_v4.nc,MARv3.14-monthly-ERA5-1975_2023.nc,0.00026075323883149545,1.1360935781423767,0.6334090628650781,2.5342903684500238,2.4556918,3.191133,0.62526786,0.014774397,7.538161,42.82051,-395.39456,105.73717,50,given_smb,false,routing,routing,th,pism_g450m_frontretreat_calfin_1972_2019.nc,pseudo_plastic
39,403999.7622041225,seasonal_calving_id_4_1975_2025.nc,0.00012685233870941403,MAR3.9_UKESM1-CM6_ssp585_ocean_1960-2100_v4.nc,DMI-HIRHAM5_ERA_1975_2021_EPSG3413_4500M_MM.nc,0.00035003830018972144,1.5994329189161958,0.38053746274232575,1.7850135793585968,2.894978,3.327909,0.8036699,0.02055558,10.724275,41.424194,-424.96597,540.8266,50,given_smb,false,routing,routing,th,pism_g450m_frontretreat_calfin_1972_2019.nc,pseudo_plastic
40,471293.3462873847,seasonal_calving_id_1_1975_2025.nc,0.00010243642014715373,MAR3.9_NorESM1-M_rcp85_ocean_1960-2100_v4.nc,DMI-HIRHAM5_ERA_1975_2021_EPSG3413_4500M_MM.nc,0.0003301863887235915,1.2922973850208692,0.6079213343129877,2.264404146277397,2.9126363,3.300752,0.87959146,0.024063502,8.664341,40.46768,-65.34132,218.3171,50,given_smb,false,routing,routing,th,pism_g450m_frontretreat_calfin_1972_2019.nc,pseudo_plastic
41,642032.7067784462,seasonal_calving_id_6_1975_2025.nc,8.082474202687388e-05,MAR3.9_IPSL-CM5-MR_rcp85_ocean_1960-2100_v4.nc,MARv3.14-monthly-ERA5-1975_2023.nc,0.00031029218364152244,1.506631921139007,0.4946646608465787,1.6165239461377012,2.8662052,3.3129046,0.6973457,0.024486547,5.3458757,40.66023,-354.0425,347.92365,50,given_smb,false,routing,routing,th,pism_g450m_frontretreat_calfin_1972_2019.nc,pseudo_plastic
42,489782.4311538611,seasonal_calving_id_3_1975_2025.nc,0.0001264201387185169,MAR3.9_IPSL-CM5-MR_rcp85_ocean_1960-2100_v4.nc,MARv3.14-monthly-ERA5-1975_2023.nc,0.0002674038122054448,1.4446461326362454,0.3846306045391544,2.058119906388485,3.0949454,3.271434,0.63750416,0.017844861,5.999184,43.749004,-472.49823,62.44033,50,given_smb,false,routing,routing,th,pism_g450m_frontretreat_calfin_1972_2019.nc,pseudo_plastic
43,567560.0959606606,seasonal_calving_id_4_1975_2025.nc,0.00012787406036929896,MAR3.9_CNRM-CM6_ssp585_ocean_1960-2100_v4.nc,MARv3.14-monthly-ERA5-1975_2023.nc,0.00035606988705908524,1.2672661190340508,0.4609720156723493,1.3076534261419184,2.812297,3.282149,0.7751106,0.020567419,6.2800455,43.402496,-372.07535,368.76376,50,given_smb,false,routing,routing,th,pism_g450m_frontretreat_calfin_1972_2019.nc,pseudo_plastic
44,405429.91593471076,seasonal_calving_id_1_1975_2025.nc,0.00013595851506765605,MAR3.9_CNRM-CM6_ssp126_ocean_1960-2100_v4.nc,DMI-HIRHAM5_ERA_1975_2021_EPSG3413_4500M_MM.nc,0.000282915789667215,1.4937292710250227,0.5410212103171621,1.6010311512100794,2.9808123,3.3343887,0.8052646,0.020022804,7.9754314,42.427876,-228.33128,189.7568,50,given_smb,false,routing,routing,th,pism_g450m_frontretreat_calfin_1972_2019.nc,pseudo_plastic
45,598704.0979183725,seasonal_calving_id_6_1975_2025.nc,0.00011239757828834327,MAR3.9_IPSL-CM5-MR_rcp85_ocean_1960-2100_v4.nc,DMI-HIRHAM5_ERA_1975_2021_EPSG3413_4500M_MM.nc,0.00033438867578787566,1.0117465756586466,0.4044565572741877,1.6534102755686686,2.5356448,3.3601627,0.78537846,0.017479332,6.5091114,41.09778,-548.463,198.20801,50,given_smb,false,routing,routing,th,pism_g450m_frontretreat_calfin_1972_2019.nc,pseudo_plastic
46,510183.55324535654,seasonal_calving_id_3_1975_2025.nc,0.00011873652414975887,MAR3.9_CNRM-CM6_ssp126_ocean_1960-2100_v4.nc,MARv3.14-monthly-ERA5-1975_2023.nc,0.00035176151545454853,1.2864212580861354,0.3163357600120042,1.4739155946870879,2.631723,3.3025105,0.86032456,0.018148476,6.6242065,43.949528,-316.46014,117.120926,50,given_smb,false,routing,routing,th,pism_g450m_frontretreat_calfin_1972_2019.nc,pseudo_plastic
47,408254.92257059325,seasonal_calving_id_1_1975_2025.nc,9.516178488238948e-05,MAR3.9_CNRM-CM6_ssp585_ocean_1960-2100_v4.nc,DMI-HIRHAM5_ERA_1975_2021_EPSG3413_4500M_MM.nc,0.00024766620107311276,1.5008553482630813,0.6146650418611412,1.9746008641534811,2.9870498,3.2863169,0.78769195,0.021109506,6.1560464,43.372833,-376.40823,319.18442,50,given_smb,false,routing,routing,th,pism_g450m_frontretreat_calfin_1972_2019.nc,pseudo_plastic
48,599674.653817625,seasonal_calving_id_6_1975_2025.nc,0.00013203495211477003,MAR3.9_IPSL-CM5-MR_rcp85_ocean_1960-2100_v4.nc,DMI-HIRHAM5_ERA_1975_2021_EPSG3413_4500M_MM.nc,0.0002724718743451598,1.1495239129986903,0.6315617191123415,2.4950633193765563,2.841408,3.3355122,0.8117562,0.020918194,10.673631,42.891376,-194.62204,291.88632,50,given_smb,false,routing,routing,th,pism_g450m_frontretreat_calfin_1972_2019.nc,pseudo_plastic
49,362263.24460133293,seasonal_calving_id_0_1975_2025.nc,0.00012139263316699269,MAR3.9_CNRM-CM6_ssp585_ocean_1960-2100_v4.nc,MARv3.14-monthly-ERA5-1975_2023.nc,0.00034793133116211195,1.2474576453222432,0.6160274988559971,1.3632233341523734,2.011704,3.2822452,0.63702255,0.0155130755,8.663368,42.726837,-390.46268,288.19415,50,given_smb,false,routing,routing,th,pism_g450m_frontretreat_calfin_1972_2019.nc,pseudo_plastic
50,579977.0676010931,seasonal_calving_id_4_1975_2025.nc,0.0001434719997227031,MAR3.9_UKESM1-CM6_ssp585_ocean_1960-2100_v4.nc,DMI-HIRHAM5_ERA_1975_2021_EPSG3413_4500M_MM.nc,0.00024113510188115058,1.2408498642819932,0.5544197634187615,1.7435864541848316,2.1924026,3.251653,0.8147336,0.016455326,5.0946364,43.47395,-394.34802,217.76764,50,given_smb,false,routing,routing,th,pism_g450m_frontretreat_calfin_1972_2019.nc,pseudo_plastic
51,495907.3454681495,seasonal_calving_id_2_1975_2025.nc,7.67373461306238e-05,MAR3.9_HadGEM2-ES_rcp85_ocean_1960-2100_v4.nc,MARv3.14-monthly-ERA5-1975_2023.nc,0.00029503054808148335,1.3623175487184702,0.6389871910462999,2.0803246659121815,2.849666,3.348711,0.6071185,0.017561046,7.746907,43.721542,-429.46896,159.54898,50,given_smb,false,routing,routing,th,pism_g450m_frontretreat_calfin_1972_2019.nc,pseudo_plastic
52,462494.6345835084,seasonal_calving_id_6_1975_2025.nc,0.00014419386165244572,MAR3.9_CNRM-CM6_ssp585_ocean_1960-2100_v4.nc,DMI-HIRHAM5_ERA_1975_2021_EPSG3413_4500M_MM.nc,0.00030884506847198424,1.3336385076304702,0.4760254829248877,2.4806240084338,3.1892512,3.3961532,0.7914797,0.02187473,8.755345,41.798546,-250.68349,85.779045,50,given_smb,false,routing,routing,th,pism_g450m_frontretreat_calfin_1972_2019.nc,pseudo_plastic
