id,vcm,gamma_T,ocean_file,calving_file,climate_file,frontal_melt.routing.parameter_a,frontal_melt.routing.parameter_b,frontal_melt.routing.power_alpha,frontal_melt.routing.power_beta,sia_e,ssa_n,pseudo_plastic_q,till_effective_fraction_overburden,phi_min,phi_max,z_min,z_max,climate,hydrology,frontal_melt,ocean,runoff_file,fractures,surface.pdd.refreeze,sliding_law,calving.thickness_calving.threshold,prescribed_retreat_file
18,0.4917857477109524,0.00014010448167739697,MAR3.9_HadGEM2-ES_rcp85_ocean_1960-2100_v4.nc,1.0,DMI-HIRHAM5_ERA_1975_2021_EPSG3413_4500M_MM.nc,0.0003217678204702922,1.0496371610331923,0.3404005502818419,1.71377936425869,2.8390694,3.2786546,0.6335873,0.022990225,7.684624,42.692543,-441.86816,508.05728,given_smb,routing,routing,th,DMI-HIRHAM5_ERA_1975_2021_EPSG3413_4500M_DM.nc,false,0.6,pseudo_plastic,50,pism_g450m_frontretreat_calfin_1972_2019.nc
19,0.6375651386245826,0.00011820337289566512,MAR3.9_MIROC-ESM-CHEM_rcp85_ocean_1960-2100_v4.nc,4.0,MARv3.14-monthly-ERA5-1975_2023.nc,0.000345088618035698,1.1936041644451776,0.4471780458459592,2.2915479722149876,2.566474,3.25483,0.8188472,0.020414282,6.589179,44.031345,-409.44452,500.66724,given_smb,routing,routing,th,DMI-HIRHAM5_ERA_1975_2021_EPSG3413_4500M_DM.nc,false,0.6,pseudo_plastic,50,pism_g450m_frontretreat_calfin_1972_2019.nc
20,0.48278946493710717,0.00011971660228381588,MAR3.9_IPSL-CM5-MR_rcp85_ocean_1960-2100_v4.nc,0.0,MARv3.14-monthly-ERA5-1975_2023.nc,0.0002682975166818909,1.2839113743282362,0.5704306743292235,2.7861560908241425,2.8018703,3.3031154,0.8111153,0.021539684,7.5617747,43.38748,-256.07715,388.12894,given_smb,routing,routing,th,DMI-HIRHAM5_ERA_1975_2021_EPSG3413_4500M_DM.nc,false,0.6,pseudo_plastic,50,pism_g450m_frontretreat_calfin_1972_2019.nc
21,0.6029914126365018,9.11331753732436e-05,MAR3.9_CNRM-CM6_ssp585_ocean_1960-2100_v4.nc,1.0,DMI-HIRHAM5_ERA_1975_2021_EPSG3413_4500M_MM.nc,0.0003589080183630793,1.0021424567142907,0.6928911644019853,2.385650408586823,2.222999,3.3887224,0.7986445,0.019867215,5.436562,42.137188,-900.43756,751.19214,given_smb,routing,routing,th,DMI-HIRHAM5_ERA_1975_2021_EPSG3413_4500M_DM.nc,false,0.6,pseudo_plastic,50,pism_g450m_frontretreat_calfin_1972_2019.nc
22,0.4277131103032476,0.0001496672061273904,MAR3.9_CNRM-CM6_ssp585_ocean_1960-2100_v4.nc,4.0,MARv3.14-monthly-ERA5-1975_2023.nc,0.0003427651593347088,1.6655721473059057,0.46801534354446206,2.4511817769714463,2.07388,3.2869444,0.6026817,0.017189438,8.948461,40.554123,-433.09067,282.04544,given_smb,routing,routing,th,DMI-HIRHAM5_ERA_1975_2021_EPSG3413_4500M_DM.nc,false,0.6,pseudo_plastic,50,pism_g450m_frontretreat_calfin_1972_2019.nc
23,0.45957688759961923,0.0001241018187881596,MAR3.9_HadGEM2-ES_rcp85_ocean_1960-2100_v4.nc,2.0,MARv3.14-monthly-ERA5-1975_2023.nc,0.0003035984665754602,1.443287885679137,0.5988419403440111,1.2464321174916828,3.195955,3.3101308,0.6765752,0.021158254,6.6942997,42.127964,-409.45068,464.06696,given_smb,routing,routing,th,DMI-HIRHAM5_ERA_1975_2021_EPSG3413_4500M_DM.nc,false,0.6,pseudo_plastic,50,pism_g450m_frontretreat_calfin_1972_2019.nc
24,0.515119947978075,0.0001007371345609609,MAR3.9_CNRM-ESM2_ssp585_ocean_1960-2100_v4.nc,6.0,DMI-HIRHAM5_ERA_1975_2021_EPSG3413_4500M_MM.nc,0.00024599018451914884,1.0773753564927033,0.40245305881204324,1.8717917840029004,2.4308143,3.3088815,0.8688004,0.019326234,6.88931,42.787483,-366.20358,408.01245,given_smb,routing,routing,th,DMI-HIRHAM5_ERA_1975_2021_EPSG3413_4500M_DM.nc,false,0.6,pseudo_plastic,50,pism_g450m_frontretreat_calfin_1972_2019.nc
25,0.5337222909423149,0.00010708816394049765,MAR3.9_CNRM-CM6_ssp126_ocean_1960-2100_v4.nc,0.0,MARv3.14-monthly-ERA5-1975_2023.nc,0.00026386686450488963,1.3035648310785166,0.3085312350297809,1.5053100575079943,2.6017494,3.3370523,0.7512893,0.020579295,10.888933,41.352264,-130.52626,216.70236,given_smb,routing,routing,th,DMI-HIRHAM5_ERA_1975_2021_EPSG3413_4500M_DM.nc,false,0.6,pseudo_plastic,50,pism_g450m_frontretreat_calfin_1972_2019.nc
26,0.453609231693699,9.881514867803837e-05,MAR3.9_CNRM-CM6_ssp585_ocean_1960-2100_v4.nc,2.0,DMI-HIRHAM5_ERA_1975_2021_EPSG3413_4500M_MM.nc,0.0003381772090214695,1.5678842722682491,0.617069210504168,1.6931587211506418,3.1564417,3.386386,0.73001534,0.027773032,12.993502,44.46086,-447.4071,957.668,given_smb,routing,routing,th,DMI-HIRHAM5_ERA_1975_2021_EPSG3413_4500M_DM.nc,false,0.6,pseudo_plastic,50,pism_g450m_frontretreat_calfin_1972_2019.nc
27,0.3757183107753171,0.00014494376700197948,MAR3.9_MIROC-ESM-CHEM_rcp26_ocean_1960-2100_v4.nc,5.0,MARv3.14-monthly-ERA5-1975_2023.nc,0.0003569427377866068,1.486801253538384,0.6494669582368451,2.1910628762494504,2.6160498,3.3644845,0.7235254,0.022240028,6.0288725,43.42058,-322.12335,404.39102,given_smb,routing,routing,th,DMI-HIRHAM5_ERA_1975_2021_EPSG3413_4500M_DM.nc,false,0.6,pseudo_plastic,50,pism_g450m_frontretreat_calfin_1972_2019.nc
28,0.40808325588193967,9.475994183990907e-05,MAR3.9_MIROC-ESM-CHEM_rcp85_ocean_1960-2100_v4.nc,5.0,MARv3.14-monthly-ERA5-1975_2023.nc,0.00029923830074045306,1.465884542679668,0.3666193160264293,2.117122476941518,2.6063838,3.2844462,0.6076432,0.018602856,6.0271506,42.732994,-541.3506,241.09743,given_smb,routing,routing,th,DMI-HIRHAM5_ERA_1975_2021_EPSG3413_4500M_DM.nc,false,0.6,pseudo_plastic,50,pism_g450m_frontretreat_calfin_1972_2019.nc
29,0.5029494120437468,0.0001256200577505475,MAR3.9_ACCESS1-3_rcp85_ocean_1960-2100_v4.nc,3.0,MARv3.14-monthly-ERA5-1975_2023.nc,0.00031730987667327065,1.6735093527526774,0.43853138144627934,2.3535213517554876,3.0389574,3.300341,0.57742757,0.020976124,7.8802414,42.287178,-448.3832,299.68234,given_smb,routing,routing,th,DMI-HIRHAM5_ERA_1975_2021_EPSG3413_4500M_DM.nc,false,0.6,pseudo_plastic,50,pism_g450m_frontretreat_calfin_1972_2019.nc
30,0.358465162897097,0.00011316845156460946,MAR3.9_CNRM-CM6_ssp126_ocean_1960-2100_v4.nc,3.0,DMI-HIRHAM5_ERA_1975_2021_EPSG3413_4500M_MM.nc,0.0002765368729587534,1.4004955821851355,0.641086888903372,2.4601445881306097,2.4633858,3.3016489,0.8279914,0.0119131645,6.3626194,42.788372,-388.5618,67.19486,given_smb,routing,routing,th,DMI-HIRHAM5_ERA_1975_2021_EPSG3413_4500M_DM.nc,false,0.6,pseudo_plastic,50,pism_g450m_frontretreat_calfin_1972_2019.nc
31,0.4711777502243903,0.00013438232256401066,MAR3.9_MIROC-ESM-CHEM_rcp26_ocean_1960-2100_v4.nc,5.0,MARv3.14-monthly-ERA5-1975_2023.nc,0.0003489781216763913,1.6456030971536453,0.4144469183900932,1.1853835628829252,2.8457863,3.3696454,0.73407656,0.018826995,9.653715,42.001637,-432.12878,160.09523,given_smb,routing,routing,th,DMI-HIRHAM5_ERA_1975_2021_EPSG3413_4500M_DM.nc,false,0.6,pseudo_plastic,50,pism_g450m_frontretreat_calfin_1972_2019.nc
32,0.620873628261345,7.716938150190275e-05,MAR3.9_MIROC-ESM-CHEM_rcp85_ocean_1960-2100_v4.nc,3.0,MARv3.14-monthly-ERA5-1975_2023.nc,0.0002609775432033253,1.6025815110262935,0.3281831724441698,1.390829689958888,3.1266248,3.3208075,0.6512209,0.02600468,6.5075808,41.36611,-513.8632,700.1148,given_smb,routing,routing,th,DMI-HIRHAM5_ERA_1975_2021_EPSG3413_4500M_DM.nc,false,0.6,pseudo_plastic,50,pism_g450m_frontretreat_calfin_1972_2019.nc
33,0.397986385315886,8.425750335128813e-05,MAR3.9_UKESM1-CM6_ssp585_ocean_1960-2100_v4.nc,6.0,DMI-HIRHAM5_ERA_1975_2021_EPSG3413_4500M_MM.nc,0.00028432483677043937,1.5763649804876854,0.5783793125474412,2.5057870151629125,2.5886002,3.3176167,0.66329116,0.017718649,8.37058,42.133472,-521.8625,149.74364,given_smb,routing,routing,th,DMI-HIRHAM5_ERA_1975_2021_EPSG3413_4500M_DM.nc,false,0.6,pseudo_plastic,50,pism_g450m_frontretreat_calfin_1972_2019.nc
34,0.5887347140283824,0.00013289921458872387,MAR3.9_CNRM-CM6_ssp126_ocean_1960-2100_v4.nc,1.0,DMI-HIRHAM5_ERA_1975_2021_EPSG3413_4500M_MM.nc,0.00031926161680196095,1.1617430676205192,0.3184636640367452,1.6551748486305278,2.4602127,3.2795959,0.7395199,0.01742249,6.3037086,41.702114,-351.28134,164.25557,given_smb,routing,routing,th,DMI-HIRHAM5_ERA_1975_2021_EPSG3413_4500M_DM.nc,false,0.6,pseudo_plastic,50,pism_g450m_frontretreat_calfin_1972_2019.nc
35,0.47905844490577026,0.0001265395990559576,MAR3.9_IPSL-CM5-MR_rcp85_ocean_1960-2100_v4.nc,4.0,MARv3.14-monthly-ERA5-1975_2023.nc,0.0003320306191868163,1.45129682037722,0.45479387813829275,2.1232758240358183,2.635755,3.3510005,0.7962726,0.019043654,8.649221,40.362953,-278.67484,214.10873,given_smb,routing,routing,th,DMI-HIRHAM5_ERA_1975_2021_EPSG3413_4500M_DM.nc,false,0.6,pseudo_plastic,50,pism_g450m_frontretreat_calfin_1972_2019.nc
36,0.5274787780411728,0.00011163868900121926,MAR3.9_HadGEM2-ES_rcp85_ocean_1960-2100_v4.nc,5.0,DMI-HIRHAM5_ERA_1975_2021_EPSG3413_4500M_MM.nc,0.0003402533204207042,1.4265077826935921,0.3912315268100927,1.9418277751956894,2.5152137,3.3409367,0.7491907,0.014689333,10.418219,44.88123,-675.881,412.37967,given_smb,routing,routing,th,DMI-HIRHAM5_ERA_1975_2021_EPSG3413_4500M_DM.nc,false,0.6,pseudo_plastic,50,pism_g450m_frontretreat_calfin_1972_2019.nc
37,0.6406853169477633,0.0001283066026550428,MAR3.9_CNRM-CM6_ssp585_ocean_1960-2100_v4.nc,0.0,MARv3.14-monthly-ERA5-1975_2023.nc,0.0002824955586801508,1.6299196691800444,0.6545928793041614,2.3967507113770337,2.687401,3.3897703,0.81634307,0.01711629,9.906823,43.197205,-316.58307,133.1103,given_smb,routing,routing,th,DMI-HIRHAM5_ERA_1975_2021_EPSG3413_4500M_DM.nc,false,0.6,pseudo_plastic,50,pism_g450m_frontretreat_calfin_1972_2019.nc
38,0.6174067365347162,9.2756277202332e-05,MAR3.9_HadGEM2-ES_rcp85_ocean_1960-2100_v4.nc,2.0,MARv3.14-monthly-ERA5-1975_2023.nc,0.00035380543855300305,1.0699665037067756,0.4985064880765089,1.1044183378118437,1.9790115,3.3041608,0.59854746,0.018096186,5.883486,40.56394,-515.9829,244.79729,given_smb,routing,routing,th,DMI-HIRHAM5_ERA_1975_2021_EPSG3413_4500M_DM.nc,false,0.6,pseudo_plastic,50,pism_g450m_frontretreat_calfin_1972_2019.nc
39,0.6307940259545457,0.00013058255660292005,MAR3.9_MIROC-ESM-CHEM_rcp26_ocean_1960-2100_v4.nc,3.0,DMI-HIRHAM5_ERA_1975_2021_EPSG3413_4500M_MM.nc,0.0002660112914626874,1.0192527688873354,0.5422212556837457,1.442906128965691,2.9290552,3.3364465,0.60115606,0.01723043,8.876372,41.562508,-407.1801,240.7477,given_smb,routing,routing,th,DMI-HIRHAM5_ERA_1975_2021_EPSG3413_4500M_DM.nc,false,0.6,pseudo_plastic,50,pism_g450m_frontretreat_calfin_1972_2019.nc
40,0.41436229284051035,0.00013573135092408183,MAR3.9_UKESM1-CM6_ssp585_ocean_1960-2100_v4.nc,1.0,DMI-HIRHAM5_ERA_1975_2021_EPSG3413_4500M_MM.nc,0.0003274681151044119,1.5094857320308186,0.5130936068037733,1.627788885383881,2.2058306,3.320334,0.7333643,0.015165435,8.299821,41.584854,-391.47144,222.42393,given_smb,routing,routing,th,DMI-HIRHAM5_ERA_1975_2021_EPSG3413_4500M_DM.nc,false,0.6,pseudo_plastic,50,pism_g450m_frontretreat_calfin_1972_2019.nc
41,0.4681691050459713,9.365121013463578e-05,MAR3.9_UKESM1-CM6_ssp585_ocean_1960-2100_v4.nc,2.0,MARv3.14-monthly-ERA5-1975_2023.nc,0.000330803705898194,1.5247825025172788,0.3816272112703539,2.0526016518544736,2.4212182,3.383485,0.6125224,0.01635434,6.186813,43.696415,-557.8371,259.82,given_smb,routing,routing,th,DMI-HIRHAM5_ERA_1975_2021_EPSG3413_4500M_DM.nc,false,0.6,pseudo_plastic,50,pism_g450m_frontretreat_calfin_1972_2019.nc
42,0.5425807821126989,7.988506219546555e-05,MAR3.9_CNRM-ESM2_ssp585_ocean_1960-2100_v4.nc,1.0,MARv3.14-monthly-ERA5-1975_2023.nc,0.00024128274872705572,1.178075200725455,0.632110827511599,2.718458629703696,2.483845,3.3606777,0.7813185,0.027342727,5.993459,41.328663,-329.5344,608.6513,given_smb,routing,routing,th,DMI-HIRHAM5_ERA_1975_2021_EPSG3413_4500M_DM.nc,false,0.6,pseudo_plastic,50,pism_g450m_frontretreat_calfin_1972_2019.nc
43,0.5683563834836095,7.602817881075338e-05,MAR3.9_UKESM1-CM6_ssp585_ocean_1960-2100_v4.nc,6.0,MARv3.14-monthly-ERA5-1975_2023.nc,0.0002726959123120912,1.4060067414254982,0.4261322206963304,1.5949086126145007,2.243504,3.312628,0.8614958,0.015046024,5.197867,43.99776,-346.88043,155.9309,given_smb,routing,routing,th,DMI-HIRHAM5_ERA_1975_2021_EPSG3413_4500M_DM.nc,false,0.6,pseudo_plastic,50,pism_g450m_frontretreat_calfin_1972_2019.nc
44,0.5821488847058223,8.295823451729914e-05,MAR3.9_MIROC-ESM-CHEM_rcp26_ocean_1960-2100_v4.nc,6.0,DMI-HIRHAM5_ERA_1975_2021_EPSG3413_4500M_MM.nc,0.00024342507178264701,1.1382194102976166,0.6107410926996792,2.036952102574515,2.5851889,3.3185134,0.7267086,0.019851396,6.8225102,40.114693,-335.00623,179.2061,given_smb,routing,routing,th,DMI-HIRHAM5_ERA_1975_2021_EPSG3413_4500M_DM.nc,false,0.6,pseudo_plastic,50,pism_g450m_frontretreat_calfin_1972_2019.nc
45,0.4406138536933545,0.0001437508925716274,MAR3.9_HadGEM2-ES_rcp85_ocean_1960-2100_v4.nc,2.0,MARv3.14-monthly-ERA5-1975_2023.nc,0.0002960369413357344,1.3806804025395585,0.33980201851963276,2.5724480250908153,2.9130943,3.3524575,0.89800537,0.021139959,5.3012447,43.207317,-293.6424,383.28256,given_smb,routing,routing,th,DMI-HIRHAM5_ERA_1975_2021_EPSG3413_4500M_DM.nc,false,0.6,pseudo_plastic,50,pism_g450m_frontretreat_calfin_1972_2019.nc
46,0.39875302203595364,0.00011018496010688592,MAR3.9_CSIRO-Mk3.6_rcp85_ocean_1960-2100_v4.nc,3.0,MARv3.14-monthly-ERA5-1975_2023.nc,0.00029463511453910657,1.5939679559327204,0.35222382204192615,1.5206785757569554,2.6601963,3.260106,0.71909153,0.026023423,7.979266,43.06189,-239.89618,574.85693,given_smb,routing,routing,th,DMI-HIRHAM5_ERA_1975_2021_EPSG3413_4500M_DM.nc,false,0.6,pseudo_plastic,50,pism_g450m_frontretreat_calfin_1972_2019.nc
47,0.5743251728915368,8.65379097153571e-05,MAR3.9_ACCESS1-3_rcp85_ocean_1960-2100_v4.nc,3.0,DMI-HIRHAM5_ERA_1975_2021_EPSG3413_4500M_MM.nc,0.00025247607762103716,1.113457435592581,0.6271414991526012,2.7658949877805026,2.367481,3.32401,0.8634458,0.019729229,5.466646,41.436893,-279.97827,127.25053,given_smb,routing,routing,th,DMI-HIRHAM5_ERA_1975_2021_EPSG3413_4500M_DM.nc,false,0.6,pseudo_plastic,50,pism_g450m_frontretreat_calfin_1972_2019.nc
48,0.5377797307696305,0.00011577905650605104,MAR3.9_NorESM1-M_rcp85_ocean_1960-2100_v4.nc,2.0,MARv3.14-monthly-ERA5-1975_2023.nc,0.00035141890949097465,1.2779898778276642,0.30331219040823004,2.2266295439778583,3.3380983,3.3371677,0.74913085,0.023842102,5.5472245,40.80232,-366.75702,282.95026,given_smb,routing,routing,th,DMI-HIRHAM5_ERA_1975_2021_EPSG3413_4500M_DM.nc,false,0.6,pseudo_plastic,50,pism_g450m_frontretreat_calfin_1972_2019.nc
