id,calving.vonmises_calving.sigma_max,ocean.th.gamma_T,ocean_file,climate_file,frontal_melt.routing.parameter_a,frontal_melt.routing.parameter_b,frontal_melt.routing.power_alpha,frontal_melt.routing.power_beta,prescribed_retreat_file,stress_balance.sia.enhancement_factor,stress_balance.ssa.Glen_exponent,basal_resistance.pseudo_plastic.q,basal_yield_stress.mohr_coulomb.till_effective_fraction_overburden,basal_yield_stress.mohr_coulomb.topg_to_phi.phi_min,basal_yield_stress.mohr_coulomb.topg_to_phi.phi_max,basal_yield_stress.mohr_coulomb.topg_to_phi.topg_min,basal_yield_stress.mohr_coulomb.topg_to_phi.topg_max
23,799812.0944773542,0.0001012493827286758,MAR3.9_MIROC-ESM-CHEM_rcp26_ocean_1960-2100_v4.nc,RACMO2.3p2_ERA5_FGRN055_1940_2023.nc,0.000347674440123238,1.082859137740316,0.5416051544756438,1.5384410308506968,pism_g450m_frontretreat_calfin_1972_2019.nc,2.8445559,3.3242276,0.6754498,0.020744262,5.9336295,42.16716,-363.22653,79.19221
24,303168.96472162835,0.00012259409373429432,MAR3.9_HadGEM2-ES_rcp85_ocean_1960-2100_v4.nc,MARv3.14-monthly-ERA5_1940_2023.nc,0.00028186673002374575,1.4123223277702592,0.6823948469105108,1.435758554976966,,2.5406654,3.2804275,0.8116945,0.018775983,8.469023,44.543465,-310.69992,145.01491
25,398073.1711509156,0.0001317069504915698,MAR3.9_ACCESS1-3_rcp85_ocean_1960-2100_v4.nc,HIRHAM5-monthly-ERA5_1975_2021.nc,0.0003496414270642762,1.1687912411302435,0.3288338426257785,1.4491640711277785,pism_g450m_frontretreat_calfin_1972_2019.nc,1.8692689,3.341628,0.8335164,0.015387023,8.670367,43.16943,-354.50024,239.8175
26,443662.79096430645,0.00013614522142471028,MAR3.9_CSIRO-Mk3.6_rcp85_ocean_1960-2100_v4.nc,MARv3.14-monthly-ERA5_1940_2023.nc,0.0002734423725044476,1.0549047436896262,0.7472752492245028,1.6582895209376831,,3.2973948,3.3337955,0.78959966,0.022254849,7.656312,44.353157,-211.14113,146.00497
27,693719.2108144385,0.00012303996800514032,MAR3.9_HadGEM2-ES_rcp85_ocean_1960-2100_v4.nc,MARv3.14-monthly-ERA5_1940_2023.nc,0.0002494625526749396,1.4842050940127058,0.5656578948912399,1.2460649715176253,pism_g450m_frontretreat_calfin_1972_2019.nc,2.7506928,3.3268065,0.8216367,0.024358386,6.9303327,43.13062,-289.693,405.7345
28,592896.9189016155,8.146534302632862e-05,MAR3.9_IPSL-CM5-MR_rcp85_ocean_1960-2100_v4.nc,HIRHAM5-monthly-ERA5_1975_2021.nc,0.00030669434227465994,1.224809345677397,0.5663577431348188,1.6804559000569843,pism_g450m_frontretreat_calfin_1972_2019.nc,2.1866593,3.3672414,0.76775116,0.014026039,6.4668427,42.30765,-620.1376,264.34396
29,576009.9224668924,0.000144669204021517,MAR3.9_ACCESS1-3_rcp85_ocean_1960-2100_v4.nc,RACMO2.3p2_ERA5_FGRN055_1940_2023.nc,0.0003049243904567229,1.4659205348382547,0.35723428519976963,1.1276381499089072,pism_g450m_frontretreat_calfin_1972_2019.nc,2.4701135,3.3148367,0.86430216,0.021685142,6.7766285,44.311344,-282.47787,243.05348
30,714066.8304969441,8.124540672152782e-05,MAR3.9_CNRM-CM6_ssp126_ocean_1960-2100_v4.nc,RACMO2.3p2_ERA5_FGRN055_1940_2023.nc,0.0002699406291407222,1.5616303233351507,0.6274795142516125,1.4811524505845794,pism_g450m_frontretreat_calfin_1972_2019.nc,2.475157,3.3066325,0.6995707,0.023539301,6.323664,40.164715,-295.39468,322.47565
31,518282.97598276613,0.00014659834606988147,MAR3.9_CSIRO-Mk3.6_rcp85_ocean_1960-2100_v4.nc,HIRHAM5-monthly-ERA5_1975_2021.nc,0.0003482835338720284,1.6798306347455596,0.6220071450530602,1.263966158849413,pism_g450m_frontretreat_calfin_1972_2019.nc,2.023224,3.3314774,0.84622264,0.01614107,6.4945054,44.752625,-488.89053,189.54042
32,333236.6466789651,8.902294712525672e-05,MAR3.9_CNRM-ESM2_ssp585_ocean_1960-2100_v4.nc,RACMO2.3p2_ERA5_FGRN055_1940_2023.nc,0.000304763174116169,1.1059819271530213,0.6117622274741363,1.3201693249629385,,2.7164512,3.3697467,0.8896313,0.020113302,10.443411,42.132458,-186.60349,194.74129
33,689098.9024661863,0.00012872575614189885,MAR3.9_UKESM1-CM6_ssp585_ocean_1960-2100_v4.nc,HIRHAM5-monthly-ERA5_1975_2021.nc,0.0003418519646924144,1.6387846474258314,0.8163750061560586,1.6639601268070203,pism_g450m_frontretreat_calfin_1972_2019.nc,2.8948658,3.2878964,0.68382347,0.02304967,6.3305025,42.542458,-446.31577,545.66095
34,747696.3101696741,0.0001422481476612432,MAR3.9_CNRM-ESM2_ssp585_ocean_1960-2100_v4.nc,MARv3.14-monthly-ERA5_1940_2023.nc,0.0002676377636211671,1.395721796163362,0.49711537529888494,1.141989149579774,pism_g450m_frontretreat_calfin_1972_2019.nc,2.4936297,3.3059034,0.82859963,0.01818489,5.236201,41.349113,-407.7335,252.87363
35,538629.5786335717,7.679143193289898e-05,MAR3.9_ACCESS1-3_rcp85_ocean_1960-2100_v4.nc,RACMO2.3p2_ERA5_FGRN055_1940_2023.nc,0.00028049007952967255,1.2325182282909437,0.8440802568555874,1.6178346861205903,,2.757914,3.2658439,0.5594912,0.0203637,8.998033,42.56571,-343.8152,174.70987
36,698597.1687571155,0.00014425677577484586,MAR3.9_CNRM-CM6_ssp126_ocean_1960-2100_v4.nc,RACMO2.3p2_ERA5_FGRN055_1940_2023.nc,0.0003219917634711201,1.6633033337510301,0.6744447913537761,1.4575846865082067,,2.265754,3.3260617,0.82852995,0.014913899,8.265121,44.327457,-537.98865,336.99988
37,419246.1527615577,9.982565314356208e-05,MAR3.9_MIROC-ESM-CHEM_rcp26_ocean_1960-2100_v4.nc,RACMO2.3p2_ERA5_FGRN055_1940_2023.nc,0.0002703606492698592,1.635695190148992,0.6080868235802263,1.763076124353193,,2.0894089,3.3830667,0.79100996,0.017582439,6.0160055,40.23972,-442.02203,248.34975
38,393046.03849432286,0.00014010420157871547,MAR3.9_ACCESS1-3_rcp85_ocean_1960-2100_v4.nc,HIRHAM5-monthly-ERA5_1975_2021.nc,0.0003539732317985378,1.4241197429210586,0.3133236498295998,1.674740532602323,pism_g450m_frontretreat_calfin_1972_2019.nc,2.9366505,3.2696023,0.6143575,0.021712825,7.7454276,42.734898,-281.43054,165.16534
39,729756.9560920959,9.57681962528223e-05,MAR3.9_CNRM-CM6_ssp126_ocean_1960-2100_v4.nc,HIRHAM5-monthly-ERA5_1975_2021.nc,0.00025767188189696453,1.157419168646588,0.6656372159534676,1.6462868359353975,pism_g450m_frontretreat_calfin_1972_2019.nc,1.8615344,3.2902167,0.772404,0.014294615,6.766198,41.555702,-369.43832,58.57411
40,498552.75102807186,7.868110064442303e-05,MAR3.9_IPSL-CM5-MR_rcp85_ocean_1960-2100_v4.nc,RACMO2.3p2_ERA5_FGRN055_1940_2023.nc,0.0002678774711869577,1.5254397794975225,0.6930659358916476,1.7642069157115408,pism_g450m_frontretreat_calfin_1972_2019.nc,2.6585531,3.2907863,0.6475321,0.016282765,10.427615,43.64663,-404.97604,256.79367
41,671348.1896888316,8.402076261806127e-05,MAR3.9_CNRM-CM6_ssp126_ocean_1960-2100_v4.nc,MARv3.14-monthly-ERA5_1940_2023.nc,0.00030047658696834653,1.4360831574563266,0.43822955680196596,1.6937356962120822,pism_g450m_frontretreat_calfin_1972_2019.nc,3.3530662,3.3097646,0.6229055,0.01777152,8.262393,44.05948,-356.60138,151.43285
42,626664.0318730625,0.0001325845670235525,MAR3.9_HadGEM2-ES_rcp85_ocean_1960-2100_v4.nc,HIRHAM5-monthly-ERA5_1975_2021.nc,0.000345526266942155,1.4304594221838074,0.7784026722687243,1.2403618850079305,pism_g450m_frontretreat_calfin_1972_2019.nc,2.7994943,3.3254092,0.59373313,0.017802443,7.711745,41.937428,-650.67285,432.93564
43,546665.036634579,0.00010604103438010873,MAR3.9_CSIRO-Mk3.6_rcp85_ocean_1960-2100_v4.nc,HIRHAM5-monthly-ERA5_1975_2021.nc,0.0002976146786323739,1.3298271864423943,0.6268950134470566,1.1344931505456872,,2.2704673,3.3117414,0.88956076,0.01235625,7.4203887,42.929363,-465.01736,111.62291
44,572709.3918431727,0.00010299337928638044,MAR3.9_CNRM-CM6_ssp126_ocean_1960-2100_v4.nc,MARv3.14-monthly-ERA5_1940_2023.nc,0.0002628048106563801,1.636963730965993,0.33359554738763986,1.598048042480804,,2.29786,3.3141882,0.9223821,0.018618062,5.075314,42.196384,-264.57367,161.97055
45,359696.6613862644,0.0001467338188140673,MAR3.9_CNRM-CM6_ssp126_ocean_1960-2100_v4.nc,MARv3.14-monthly-ERA5_1940_2023.nc,0.0002895332978918642,1.393972307498795,0.7201679896676882,1.1357658681883518,pism_g450m_frontretreat_calfin_1972_2019.nc,2.7865207,3.3416214,0.89097065,0.023029957,5.1553617,44.218292,-210.66545,203.17271
46,455963.54086883843,0.00014023576946214087,MAR3.9_HadGEM2-ES_rcp85_ocean_1960-2100_v4.nc,MARv3.14-monthly-ERA5_1940_2023.nc,0.0002852647847553329,1.2310759798769155,0.8080714702181453,1.5359999136204436,,2.4443493,3.279612,0.68558747,0.014551892,8.319243,43.08366,-463.17947,260.92563
47,638954.071798275,8.058697561810088e-05,MAR3.9_NorESM1-M_rcp85_ocean_1960-2100_v4.nc,RACMO2.3p2_ERA5_FGRN055_1940_2023.nc,0.0003451019492916216,1.1384886634524976,0.8006806175880641,1.6341255063913567,,2.1129456,3.2948472,0.61413765,0.016788637,7.334407,41.72195,-468.02686,337.35742
48,334057.48785509286,0.00012100677341604344,MAR3.9_CSIRO-Mk3.6_rcp85_ocean_1960-2100_v4.nc,HIRHAM5-monthly-ERA5_1975_2021.nc,0.00029815700641975943,1.468985709533793,0.429202616598631,1.5348672903399718,pism_g450m_frontretreat_calfin_1972_2019.nc,3.5713768,3.296719,0.6796156,0.023629881,6.9124365,40.76689,-290.11926,178.10947
49,316818.2713886353,0.00011115988801806834,MAR3.9_CNRM-CM6_ssp126_ocean_1960-2100_v4.nc,MARv3.14-monthly-ERA5_1940_2023.nc,0.0002800613220086851,1.5528984659638811,0.511202463131986,1.2257617561782737,pism_g450m_frontretreat_calfin_1972_2019.nc,2.6334546,3.3727732,0.7488177,0.021554641,6.1280375,44.535435,-561.5102,926.02496
50,403222.8177358904,0.0001032333219940568,MAR3.9_IPSL-CM5-MR_rcp85_ocean_1960-2100_v4.nc,HIRHAM5-monthly-ERA5_1975_2021.nc,0.0003410046623571636,1.1356369912309827,0.3525347554961596,1.509642605239459,pism_g450m_frontretreat_calfin_1972_2019.nc,2.8849084,3.3893945,0.8116132,0.0178766,7.4414887,44.727615,-377.98898,134.68503
51,487811.24049527285,0.00010836114181789943,MAR3.9_CNRM-ESM2_ssp585_ocean_1960-2100_v4.nc,MARv3.14-monthly-ERA5_1940_2023.nc,0.00027185580446963413,1.2359465304763733,0.546022120132005,1.7513933785473215,,2.4880302,3.3190465,0.8362057,0.016655065,9.596021,43.3641,-306.50546,170.43423
52,525565.760874507,9.961137826677757e-05,MAR3.9_NorESM1-M_rcp85_ocean_1960-2100_v4.nc,RACMO2.3p2_ERA5_FGRN055_1940_2023.nc,0.00026443024001155286,1.3966485341379402,0.6351222749532996,1.2068309868337026,pism_g450m_frontretreat_calfin_1972_2019.nc,2.3448513,3.3150127,0.9193121,0.015130435,5.3123603,41.450874,-383.2635,122.526405
53,519982.0600672278,0.000141516988898864,MAR3.9_ACCESS1-3_rcp85_ocean_1960-2100_v4.nc,MARv3.14-monthly-ERA5_1940_2023.nc,0.0003551993870316047,1.2666870188839447,0.6403601644499729,1.4843722782097384,,2.6912673,3.2948835,0.8128053,0.022433091,5.498067,41.991795,-273.72226,178.95862
54,640779.5831287235,0.0001484525502747499,MAR3.9_CNRM-ESM2_ssp585_ocean_1960-2100_v4.nc,HIRHAM5-monthly-ERA5_1975_2021.nc,0.0003137011599260648,1.3950998166538515,0.6841128320596626,1.1806770814239411,,2.5755804,3.3248112,0.71620226,0.018154727,9.798286,41.409428,-432.8649,433.18704
55,463049.9990388887,0.00013042207110510926,MAR3.9_HadGEM2-ES_rcp85_ocean_1960-2100_v4.nc,MARv3.14-monthly-ERA5_1940_2023.nc,0.0002585152788291281,1.1048296159085538,0.41503453469198875,1.1893077492540907,,2.7974155,3.2968807,0.55638516,0.019479562,7.400152,40.75,-476.96753,265.74463
56,740772.3868615918,0.00012321619838649467,MAR3.9_HadGEM2-ES_rcp85_ocean_1960-2100_v4.nc,MARv3.14-monthly-ERA5_1940_2023.nc,0.00027995206122756255,1.6494316304229413,0.3371010540269911,1.177410769709537,,2.5875072,3.2642045,0.6208353,0.01804723,8.364329,42.766,-414.22958,148.55794
57,456807.2436330853,8.236571464910297e-05,MAR3.9_ACCESS1-3_rcp85_ocean_1960-2100_v4.nc,RACMO2.3p2_ERA5_FGRN055_1940_2023.nc,0.0002605575099786982,1.2051835736877936,0.7767622442416391,1.5457657934384743,pism_g450m_frontretreat_calfin_1972_2019.nc,2.258435,3.3572102,0.7432133,0.01865891,7.480292,41.83148,-413.28485,258.1228
58,367689.8407244694,0.00011730342943730285,MAR3.9_CSIRO-Mk3.6_rcp85_ocean_1960-2100_v4.nc,RACMO2.3p2_ERA5_FGRN055_1940_2023.nc,0.0002934099198003025,1.5968182546374639,0.6134443409586323,1.4222068546974456,,2.6879961,3.3513803,0.86669046,0.016878359,6.663363,41.84156,-328.9274,90.83031
59,319050.8759826371,9.827390532594657e-05,MAR3.9_MIROC-ESM-CHEM_rcp26_ocean_1960-2100_v4.nc,HIRHAM5-monthly-ERA5_1975_2021.nc,0.0003277409803823724,1.5761084590074979,0.44892216355020775,1.2107124104022717,pism_g450m_frontretreat_calfin_1972_2019.nc,2.8250206,3.3066535,0.61340564,0.0148884095,5.3937407,43.74639,-596.54956,316.96283
60,590765.8766772777,0.00011598988359673977,MAR3.9_CNRM-CM6_ssp126_ocean_1960-2100_v4.nc,MARv3.14-monthly-ERA5_1940_2023.nc,0.0003507965248051075,1.6922034365131,0.453964322083685,1.1435779261458259,,2.641785,3.2940998,0.6961296,0.019107955,7.9816995,41.209442,-258.52774,131.98209
61,536723.2849710153,0.00012589242766326752,MAR3.9_IPSL-CM5-MR_rcp85_ocean_1960-2100_v4.nc,HIRHAM5-monthly-ERA5_1975_2021.nc,0.00032020505584665006,1.6654631045600927,0.5600736784158871,1.3460986700653428,,2.5553615,3.3113358,0.7544788,0.015564043,7.0115466,42.989426,-375.65945,230.44548
62,537362.7741227994,9.429821108599235e-05,MAR3.9_NorESM1-M_rcp85_ocean_1960-2100_v4.nc,MARv3.14-monthly-ERA5_1940_2023.nc,0.00034987419390455595,1.3709565847282563,0.7333920509712746,1.5756945479068427,,2.5973713,3.2684705,0.6268112,0.020404276,11.38038,42.140415,-327.38733,306.9531
63,701538.1545923639,0.00011699634827179713,MAR3.9_MIROC-ESM-CHEM_rcp26_ocean_1960-2100_v4.nc,RACMO2.3p2_ERA5_FGRN055_1940_2023.nc,0.0002837530563484163,1.3346267841154198,0.4699154636824203,1.2503871652372478,pism_g450m_frontretreat_calfin_1972_2019.nc,3.0756168,3.3283179,0.66378534,0.022302387,10.079406,40.491806,-343.95908,236.83873
64,410441.7227196093,8.343944601708e-05,MAR3.9_UKESM1-CM6_ssp585_ocean_1960-2100_v4.nc,RACMO2.3p2_ERA5_FGRN055_1940_2023.nc,0.0002610603260396109,1.1322230241630031,0.6046772157046965,1.4903908750336319,,2.3629866,3.3472962,0.84227335,0.015343083,7.2185597,44.07647,-407.41998,277.02606
65,393699.02248756425,0.00011727093601892042,MAR3.9_CNRM-ESM2_ssp585_ocean_1960-2100_v4.nc,HIRHAM5-monthly-ERA5_1975_2021.nc,0.0003461617674867867,1.2116739989846117,0.8252523484016774,1.1476616423581898,,2.0441272,3.2718601,0.86246514,0.014186703,7.5180693,42.61895,-315.0752,203.36761
66,478377.0109522005,0.00010419625625000505,MAR3.9_MIROC-ESM-CHEM_rcp26_ocean_1960-2100_v4.nc,MARv3.14-monthly-ERA5_1940_2023.nc,0.00030725507432344506,1.6190780530762794,0.4451364397224376,1.7280203564169172,pism_g450m_frontretreat_calfin_1972_2019.nc,2.5324326,3.2948287,0.6245987,0.01634409,8.795009,42.766914,-320.19525,228.40842
67,356836.9012451548,9.588350979210827e-05,MAR3.9_HadGEM2-ES_rcp85_ocean_1960-2100_v4.nc,HIRHAM5-monthly-ERA5_1975_2021.nc,0.00033754614597020704,1.1237868958650832,0.6213555167782762,1.578496375371544,,3.0555248,3.301527,0.7556327,0.02039556,7.6703367,40.798885,-233.21178,70.054886
68,788546.7560743538,0.00010537612925325251,MAR3.9_MIROC-ESM-CHEM_rcp26_ocean_1960-2100_v4.nc,RACMO2.3p2_ERA5_FGRN055_1940_2023.nc,0.0002684407510207417,1.6712389473277771,0.7718132817045781,1.6059172547579788,,3.0892682,3.255704,0.8111439,0.019464882,9.531807,43.403942,-243.05107,63.12634
69,448856.6762543479,8.086790175052037e-05,MAR3.9_ACCESS1-3_rcp85_ocean_1960-2100_v4.nc,HIRHAM5-monthly-ERA5_1975_2021.nc,0.00026978535783271846,1.289796090172767,0.6951733232330743,1.1816881606011593,,2.9019852,3.346731,0.7209853,0.022795144,7.73158,43.705177,-260.43002,338.23914
70,563025.7360625262,8.616700815691537e-05,MAR3.9_CSIRO-Mk3.6_rcp85_ocean_1960-2100_v4.nc,MARv3.14-monthly-ERA5_1940_2023.nc,0.00035302123620345265,1.4911068146557847,0.4784050971182828,1.555562974913312,,3.0110726,3.3002594,0.7899403,0.017180784,8.129067,44.208687,-291.6313,87.520874
71,595967.4278306069,8.802531688007632e-05,MAR3.9_ACCESS1-3_rcp85_ocean_1960-2100_v4.nc,HIRHAM5-monthly-ERA5_1975_2021.nc,0.00027854847062121056,1.4052357388797285,0.6542766863359737,1.1760136878306744,,2.5013704,3.3573735,0.86385435,0.013856587,6.802523,44.1983,-430.15594,184.77258
72,435008.11984378274,0.0001450513214811924,MAR3.9_MIROC-ESM-CHEM_rcp26_ocean_1960-2100_v4.nc,MARv3.14-monthly-ERA5_1940_2023.nc,0.00030123379653994135,1.6720607408841925,0.7892237172106754,1.3954839318412289,pism_g450m_frontretreat_calfin_1972_2019.nc,3.3097115,3.28014,0.6777555,0.023624904,6.3078523,43.588028,-434.3818,294.3697
73,793947.8181226754,0.00011557884212082896,MAR3.9_ACCESS1-3_rcp85_ocean_1960-2100_v4.nc,RACMO2.3p2_ERA5_FGRN055_1940_2023.nc,0.0003458183530106142,1.2066576524334303,0.358198657708259,1.550032330229501,,2.549517,3.2962294,0.852517,0.0155983195,5.105266,43.841625,-383.55957,259.42712
