id,calving.vonmises_calving.sigma_max,calving.rate_scaling.file,ocean.th.gamma_T,ocean_file,climate_file,frontal_melt.routing.parameter_a,frontal_melt.routing.parameter_b,frontal_melt.routing.power_alpha,frontal_melt.routing.power_beta,prescribed_retreat_file,stress_balance.sia.enhancement_factor,stress_balance.ssa.Glen_exponent,basal_resistance.pseudo_plastic.q,basal_yield_stress.mohr_coulomb.till_effective_fraction_overburden,basal_yield_stress.mohr_coulomb.topg_to_phi.phi_min,basal_yield_stress.mohr_coulomb.topg_to_phi.phi_max,basal_yield_stress.mohr_coulomb.topg_to_phi.topg_min,basal_yield_stress.mohr_coulomb.topg_to_phi.topg_max
10,479308.8423088193,seasonal_calving_id_5_1900_2025.nc,0.00013548095750156788,MAR3.9_ACCESS1-3_rcp85_ocean_1960-2100_v4.nc,HIRHAM5-monthly-ERA5_1975_2021.nc,0.0003407853597030044,1.4884430943988263,0.6321793430484832,1.6643602719530464,,3.05511,3.3129082,0.6599801,0.020064717,5.677355,44.131187,-534.123,365.72778
11,479308.8423088193,seasonal_calving_id_4_1900_2025.nc,0.00010357951226178555,MAR3.9_IPSL-CM5-MR_rcp85_ocean_1960-2100_v4.nc,MARv3.14-monthly-ERA5_1940_2023.nc,0.00028355408761650323,1.053501815162599,0.4470717678312212,1.6372979394160212,,2.8082726,3.326176,0.63956887,0.024293866,9.928174,43.31905,-257.3244,384.8781
12,508487.8398105502,seasonal_calving_id_5_1900_2025.nc,0.00010357951226178555,MAR3.9_IPSL-CM5-MR_rcp85_ocean_1960-2100_v4.nc,MARv3.14-monthly-ERA5_1940_2023.nc,0.00028355408761650323,1.053501815162599,0.4470717678312212,1.6372979394160212,,2.3332887,3.3316998,0.7994166,0.019153971,8.173192,43.163532,-369.4174,361.98303
13,508487.8398105502,seasonal_calving_id_4_1900_2025.nc,0.00013548095750156788,MAR3.9_IPSL-CM5-MR_rcp85_ocean_1960-2100_v4.nc,MARv3.14-monthly-ERA5_1940_2023.nc,0.00028355408761650323,1.053501815162599,0.4470717678312212,1.6372979394160212,,2.9580874,3.3215408,0.6998829,0.015322144,7.689975,43.747314,-381.71884,182.25523
14,508487.8398105502,seasonal_calving_id_4_1900_2025.nc,0.00010357951226178555,MAR3.9_ACCESS1-3_rcp85_ocean_1960-2100_v4.nc,MARv3.14-monthly-ERA5_1940_2023.nc,0.00028355408761650323,1.053501815162599,0.4470717678312212,1.6372979394160212,,2.5885754,3.254612,0.59805226,0.01832593,7.154369,41.234833,-386.7738,322.68228
15,508487.8398105502,seasonal_calving_id_4_1900_2025.nc,0.00010357951226178555,MAR3.9_IPSL-CM5-MR_rcp85_ocean_1960-2100_v4.nc,HIRHAM5-monthly-ERA5_1975_2021.nc,0.00028355408761650323,1.053501815162599,0.4470717678312212,1.6372979394160212,,2.7758946,3.2711656,0.67273545,0.023206301,7.437249,42.501717,-309.7118,346.2098
16,508487.8398105502,seasonal_calving_id_4_1900_2025.nc,0.00010357951226178555,MAR3.9_IPSL-CM5-MR_rcp85_ocean_1960-2100_v4.nc,MARv3.14-monthly-ERA5_1940_2023.nc,0.0003407853597030044,1.053501815162599,0.4470717678312212,1.6372979394160212,,2.9340892,3.3310497,0.6529221,0.019971784,8.846604,44.414574,-362.5191,339.25058
17,508487.8398105502,seasonal_calving_id_4_1900_2025.nc,0.00010357951226178555,MAR3.9_IPSL-CM5-MR_rcp85_ocean_1960-2100_v4.nc,MARv3.14-monthly-ERA5_1940_2023.nc,0.00028355408761650323,1.4884430943988263,0.4470717678312212,1.6372979394160212,,2.5979307,3.3391035,0.7676727,0.01968407,6.001401,43.64022,-472.56372,559.15326
18,508487.8398105502,seasonal_calving_id_4_1900_2025.nc,0.00010357951226178555,MAR3.9_IPSL-CM5-MR_rcp85_ocean_1960-2100_v4.nc,MARv3.14-monthly-ERA5_1940_2023.nc,0.00028355408761650323,1.053501815162599,0.6321793430484832,1.6372979394160212,,3.0430267,3.3014345,0.6806189,0.02452333,6.73502,41.83306,-425.09744,296.086
19,508487.8398105502,seasonal_calving_id_4_1900_2025.nc,0.00010357951226178555,MAR3.9_IPSL-CM5-MR_rcp85_ocean_1960-2100_v4.nc,MARv3.14-monthly-ERA5_1940_2023.nc,0.00028355408761650323,1.053501815162599,0.4470717678312212,1.6643602719530464,,2.6303747,3.2988615,0.770027,0.02014358,5.4201846,41.04809,-418.95618,223.30917
20,508487.8398105502,seasonal_calving_id_4_1900_2025.nc,0.00010357951226178555,MAR3.9_IPSL-CM5-MR_rcp85_ocean_1960-2100_v4.nc,MARv3.14-monthly-ERA5_1940_2023.nc,0.00028355408761650323,1.053501815162599,0.4470717678312212,1.6372979394160212,pism_g450m_frontretreat_calfin_1972_2019.nc,2.5763626,3.321745,0.76702905,0.0131452875,6.7491264,43.17074,-548.3707,137.88612
21,508487.8398105502,seasonal_calving_id_4_1900_2025.nc,0.00010357951226178555,MAR3.9_IPSL-CM5-MR_rcp85_ocean_1960-2100_v4.nc,MARv3.14-monthly-ERA5_1940_2023.nc,0.00028355408761650323,1.053501815162599,0.4470717678312212,1.6372979394160212,,3.3130395,3.3096964,0.7231161,0.023507794,6.9278307,43.24007,-345.4385,174.65208
22,565945.6974826753,seasonal_calving_id_1_1900_2025.nc,9.698087268043308e-05,MAR3.9_NorESM1-M_rcp85_ocean_1960-2100_v4.nc,RACMO2.3p2_ERA5_FGRN055_1940_2023.nc,0.0002721012715995312,1.312901722174138,0.314844558481127,1.3895526736043395,,2.8007314,3.318617,0.7062974,0.018032813,8.1454315,40.764713,-395.9113,118.84116
23,367424.53472688794,seasonal_calving_id_1_1900_2025.nc,9.698087268043308e-05,MAR3.9_NorESM1-M_rcp85_ocean_1960-2100_v4.nc,RACMO2.3p2_ERA5_FGRN055_1940_2023.nc,0.0002721012715995312,1.312901722174138,0.314844558481127,1.3895526736043395,,2.1111052,3.25631,0.75257844,0.018372484,6.1714015,42.3587,-371.18,207.0219
24,565945.6974826753,seasonal_calving_id_0_1900_2025.nc,9.698087268043308e-05,MAR3.9_NorESM1-M_rcp85_ocean_1960-2100_v4.nc,RACMO2.3p2_ERA5_FGRN055_1940_2023.nc,0.0002721012715995312,1.312901722174138,0.314844558481127,1.3895526736043395,,2.4853466,3.2488122,0.8597179,0.018155115,6.165745,44.176006,-341.52554,293.3352
25,565945.6974826753,seasonal_calving_id_1_1900_2025.nc,0.00014860290926881135,MAR3.9_NorESM1-M_rcp85_ocean_1960-2100_v4.nc,RACMO2.3p2_ERA5_FGRN055_1940_2023.nc,0.0002721012715995312,1.312901722174138,0.314844558481127,1.3895526736043395,,2.8067822,3.3699446,0.80703604,0.015546679,6.1951694,41.81485,-528.6967,176.87662
26,565945.6974826753,seasonal_calving_id_1_1900_2025.nc,9.698087268043308e-05,MAR3.9_CNRM-ESM2_ssp585_ocean_1960-2100_v4.nc,RACMO2.3p2_ERA5_FGRN055_1940_2023.nc,0.0002721012715995312,1.312901722174138,0.314844558481127,1.3895526736043395,,2.5617654,3.2238953,0.6490742,0.018007616,7.9218354,41.905804,-439.27322,394.7674
27,565945.6974826753,seasonal_calving_id_1_1900_2025.nc,9.698087268043308e-05,MAR3.9_NorESM1-M_rcp85_ocean_1960-2100_v4.nc,MARv3.14-monthly-ERA5_1940_2023.nc,0.0002721012715995312,1.312901722174138,0.314844558481127,1.3895526736043395,,2.6471748,3.2612464,0.8244634,0.025293073,5.377551,43.67215,-226.5174,438.13712
28,565945.6974826753,seasonal_calving_id_1_1900_2025.nc,9.698087268043308e-05,MAR3.9_NorESM1-M_rcp85_ocean_1960-2100_v4.nc,RACMO2.3p2_ERA5_FGRN055_1940_2023.nc,0.00035388431522995233,1.312901722174138,0.314844558481127,1.3895526736043395,,2.4047859,3.3310804,0.71547097,0.016378218,6.210064,41.138844,-504.52817,313.57425
29,565945.6974826753,seasonal_calving_id_1_1900_2025.nc,9.698087268043308e-05,MAR3.9_NorESM1-M_rcp85_ocean_1960-2100_v4.nc,RACMO2.3p2_ERA5_FGRN055_1940_2023.nc,0.0002721012715995312,1.6545558221638204,0.314844558481127,1.3895526736043395,,2.9089913,3.2576287,0.779391,0.01795696,7.832698,43.97208,-317.36685,103.330475
30,565945.6974826753,seasonal_calving_id_1_1900_2025.nc,9.698087268043308e-05,MAR3.9_NorESM1-M_rcp85_ocean_1960-2100_v4.nc,RACMO2.3p2_ERA5_FGRN055_1940_2023.nc,0.0002721012715995312,1.312901722174138,0.7856467526871711,1.3895526736043395,,2.6367874,3.3377182,0.5825137,0.017019784,5.7485228,41.47611,-611.679,279.9592
31,565945.6974826753,seasonal_calving_id_1_1900_2025.nc,9.698087268043308e-05,MAR3.9_NorESM1-M_rcp85_ocean_1960-2100_v4.nc,RACMO2.3p2_ERA5_FGRN055_1940_2023.nc,0.0002721012715995312,1.312901722174138,0.314844558481127,1.330352897848934,,2.8077953,3.3163323,0.8274615,0.01631564,5.9554324,41.86607,-253.64445,102.79031
32,565945.6974826753,seasonal_calving_id_1_1900_2025.nc,9.698087268043308e-05,MAR3.9_NorESM1-M_rcp85_ocean_1960-2100_v4.nc,RACMO2.3p2_ERA5_FGRN055_1940_2023.nc,0.0002721012715995312,1.312901722174138,0.314844558481127,1.3895526736043395,pism_g450m_frontretreat_calfin_1972_2019.nc,2.821701,3.357653,0.7863442,0.021737613,5.6929107,41.780968,-270.0659,433.88925
33,565945.6974826753,seasonal_calving_id_0_1900_2025.nc,0.00014860290926881135,MAR3.9_CNRM-ESM2_ssp585_ocean_1960-2100_v4.nc,MARv3.14-monthly-ERA5_1940_2023.nc,0.00035388431522995233,1.6545558221638204,0.7856467526871711,1.330352897848934,pism_g450m_frontretreat_calfin_1972_2019.nc,2.5038452,3.306564,0.8121898,0.018062571,7.968687,44.085243,-326.33286,352.8924
34,367424.53472688794,seasonal_calving_id_1_1900_2025.nc,0.00014860290926881135,MAR3.9_CNRM-ESM2_ssp585_ocean_1960-2100_v4.nc,MARv3.14-monthly-ERA5_1940_2023.nc,0.00035388431522995233,1.6545558221638204,0.7856467526871711,1.330352897848934,pism_g450m_frontretreat_calfin_1972_2019.nc,2.2824638,3.3577437,0.785381,0.014593289,8.111932,42.8153,-350.40298,157.95955
35,367424.53472688794,seasonal_calving_id_0_1900_2025.nc,9.698087268043308e-05,MAR3.9_CNRM-ESM2_ssp585_ocean_1960-2100_v4.nc,MARv3.14-monthly-ERA5_1940_2023.nc,0.00035388431522995233,1.6545558221638204,0.7856467526871711,1.330352897848934,pism_g450m_frontretreat_calfin_1972_2019.nc,2.3191369,3.2905662,0.63091004,0.016243938,5.9718294,43.54651,-548.7274,341.72607
36,367424.53472688794,seasonal_calving_id_0_1900_2025.nc,0.00014860290926881135,MAR3.9_NorESM1-M_rcp85_ocean_1960-2100_v4.nc,MARv3.14-monthly-ERA5_1940_2023.nc,0.00035388431522995233,1.6545558221638204,0.7856467526871711,1.330352897848934,pism_g450m_frontretreat_calfin_1972_2019.nc,2.8585737,3.2857969,0.6197862,0.021605026,5.278085,43.473923,-348.77948,268.8283
37,367424.53472688794,seasonal_calving_id_0_1900_2025.nc,0.00014860290926881135,MAR3.9_CNRM-ESM2_ssp585_ocean_1960-2100_v4.nc,RACMO2.3p2_ERA5_FGRN055_1940_2023.nc,0.00035388431522995233,1.6545558221638204,0.7856467526871711,1.330352897848934,pism_g450m_frontretreat_calfin_1972_2019.nc,2.7057621,3.254785,0.7791554,0.022220211,6.181814,41.64653,-294.5763,462.9656
38,367424.53472688794,seasonal_calving_id_0_1900_2025.nc,0.00014860290926881135,MAR3.9_CNRM-ESM2_ssp585_ocean_1960-2100_v4.nc,MARv3.14-monthly-ERA5_1940_2023.nc,0.0002721012715995312,1.6545558221638204,0.7856467526871711,1.330352897848934,pism_g450m_frontretreat_calfin_1972_2019.nc,3.4179046,3.3172698,0.7994252,0.021664672,5.486793,43.067677,-268.342,237.14432
39,367424.53472688794,seasonal_calving_id_0_1900_2025.nc,0.00014860290926881135,MAR3.9_CNRM-ESM2_ssp585_ocean_1960-2100_v4.nc,MARv3.14-monthly-ERA5_1940_2023.nc,0.00035388431522995233,1.312901722174138,0.7856467526871711,1.330352897848934,pism_g450m_frontretreat_calfin_1972_2019.nc,2.552077,3.2157302,0.72910804,0.022894735,9.491881,42.49673,-140.6659,239.57056
40,367424.53472688794,seasonal_calving_id_0_1900_2025.nc,0.00014860290926881135,MAR3.9_CNRM-ESM2_ssp585_ocean_1960-2100_v4.nc,MARv3.14-monthly-ERA5_1940_2023.nc,0.00035388431522995233,1.6545558221638204,0.314844558481127,1.330352897848934,pism_g450m_frontretreat_calfin_1972_2019.nc,2.4561179,3.2728937,0.6109272,0.018125335,5.8432336,42.483047,-388.032,252.59816
41,367424.53472688794,seasonal_calving_id_0_1900_2025.nc,0.00014860290926881135,MAR3.9_CNRM-ESM2_ssp585_ocean_1960-2100_v4.nc,MARv3.14-monthly-ERA5_1940_2023.nc,0.00035388431522995233,1.6545558221638204,0.7856467526871711,1.3895526736043395,pism_g450m_frontretreat_calfin_1972_2019.nc,2.306663,3.2939749,0.6350083,0.01760648,7.7201552,41.406963,-495.86475,232.86467
42,367424.53472688794,seasonal_calving_id_0_1900_2025.nc,0.00014860290926881135,MAR3.9_CNRM-ESM2_ssp585_ocean_1960-2100_v4.nc,MARv3.14-monthly-ERA5_1940_2023.nc,0.00035388431522995233,1.6545558221638204,0.7856467526871711,1.330352897848934,,2.9743917,3.3072205,0.6134214,0.025474064,6.2965865,42.447178,-420.09833,383.04373
43,367424.53472688794,seasonal_calving_id_0_1900_2025.nc,0.00014860290926881135,MAR3.9_CNRM-ESM2_ssp585_ocean_1960-2100_v4.nc,MARv3.14-monthly-ERA5_1940_2023.nc,0.00035388431522995233,1.6545558221638204,0.7856467526871711,1.330352897848934,pism_g450m_frontretreat_calfin_1972_2019.nc,2.6388135,3.2931907,0.81331563,0.01635883,8.644326,41.928802,-270.47522,204.6762
44,579479.6762987971,seasonal_calving_id_3_1900_2025.nc,0.00011689822229091077,MAR3.9_CSIRO-Mk3.6_rcp85_ocean_1960-2100_v4.nc,MARv3.14-monthly-ERA5_1940_2023.nc,0.00025481875374913215,1.563201609440148,0.5003241998143494,1.1760984194464983,,2.940292,3.3071723,0.6814492,0.021681523,5.2621565,43.178192,-417.86072,198.5068
45,467002.091743052,seasonal_calving_id_3_1900_2025.nc,0.00011689822229091077,MAR3.9_CSIRO-Mk3.6_rcp85_ocean_1960-2100_v4.nc,MARv3.14-monthly-ERA5_1940_2023.nc,0.00025481875374913215,1.563201609440148,0.5003241998143494,1.1760984194464983,,2.5487032,3.3251727,0.8439827,0.017693631,9.366275,42.3923,-159.48526,85.49043
46,579479.6762987971,seasonal_calving_id_2_1900_2025.nc,0.00011689822229091077,MAR3.9_CSIRO-Mk3.6_rcp85_ocean_1960-2100_v4.nc,MARv3.14-monthly-ERA5_1940_2023.nc,0.00025481875374913215,1.563201609440148,0.5003241998143494,1.1760984194464983,,2.359279,3.306852,0.82429594,0.017502425,5.469476,41.555553,-348.69754,250.64558
47,579479.6762987971,seasonal_calving_id_3_1900_2025.nc,8.501118638087063e-05,MAR3.9_CSIRO-Mk3.6_rcp85_ocean_1960-2100_v4.nc,MARv3.14-monthly-ERA5_1940_2023.nc,0.00025481875374913215,1.563201609440148,0.5003241998143494,1.1760984194464983,,3.0040023,3.2951822,0.78694344,0.02045508,6.4246435,42.48793,-254.73293,179.90923
48,579479.6762987971,seasonal_calving_id_3_1900_2025.nc,0.00011689822229091077,MAR3.9_NorESM1-M_rcp85_ocean_1960-2100_v4.nc,MARv3.14-monthly-ERA5_1940_2023.nc,0.00025481875374913215,1.563201609440148,0.5003241998143494,1.1760984194464983,,3.0759878,3.352933,0.78371006,0.019168943,10.558539,40.586514,-187.52866,155.88412
49,579479.6762987971,seasonal_calving_id_3_1900_2025.nc,0.00011689822229091077,MAR3.9_CSIRO-Mk3.6_rcp85_ocean_1960-2100_v4.nc,RACMO2.3p2_ERA5_FGRN055_1940_2023.nc,0.00025481875374913215,1.563201609440148,0.5003241998143494,1.1760984194464983,,2.8123708,3.3116148,0.7973704,0.023189273,5.288221,40.492855,-397.8318,380.91205
50,579479.6762987971,seasonal_calving_id_3_1900_2025.nc,0.00011689822229091077,MAR3.9_CSIRO-Mk3.6_rcp85_ocean_1960-2100_v4.nc,MARv3.14-monthly-ERA5_1940_2023.nc,0.00026316884614527227,1.563201609440148,0.5003241998143494,1.1760984194464983,,2.261076,3.2792754,0.7621096,0.019482264,8.5964985,41.886597,-301.95764,23.15068
51,579479.6762987971,seasonal_calving_id_3_1900_2025.nc,0.00011689822229091077,MAR3.9_CSIRO-Mk3.6_rcp85_ocean_1960-2100_v4.nc,MARv3.14-monthly-ERA5_1940_2023.nc,0.00025481875374913215,1.4437985537573694,0.5003241998143494,1.1760984194464983,,2.5976207,3.2956398,0.6685717,0.016860645,9.847212,41.678825,-317.01843,283.99274
52,579479.6762987971,seasonal_calving_id_3_1900_2025.nc,0.00011689822229091077,MAR3.9_CSIRO-Mk3.6_rcp85_ocean_1960-2100_v4.nc,MARv3.14-monthly-ERA5_1940_2023.nc,0.00025481875374913215,1.563201609440148,0.3282742295879871,1.1760984194464983,,2.9638362,3.257493,0.6271727,0.018338893,7.4012136,43.912643,-381.4266,146.90344
53,579479.6762987971,seasonal_calving_id_3_1900_2025.nc,0.00011689822229091077,MAR3.9_CSIRO-Mk3.6_rcp85_ocean_1960-2100_v4.nc,MARv3.14-monthly-ERA5_1940_2023.nc,0.00025481875374913215,1.563201609440148,0.5003241998143494,1.1781250911764802,,2.4526386,3.3707342,0.79626197,0.01971684,12.195057,44.572624,-178.1917,319.57657
54,579479.6762987971,seasonal_calving_id_3_1900_2025.nc,0.00011689822229091077,MAR3.9_CSIRO-Mk3.6_rcp85_ocean_1960-2100_v4.nc,MARv3.14-monthly-ERA5_1940_2023.nc,0.00025481875374913215,1.563201609440148,0.5003241998143494,1.1760984194464983,,2.3270488,3.2540205,0.60431004,0.02005534,5.9821,43.86536,-450.6834,345.28787
55,579479.6762987971,seasonal_calving_id_2_1900_2025.nc,8.501118638087063e-05,MAR3.9_NorESM1-M_rcp85_ocean_1960-2100_v4.nc,RACMO2.3p2_ERA5_FGRN055_1940_2023.nc,0.00026316884614527227,1.4437985537573694,0.3282742295879871,1.1781250911764802,,2.6157336,3.2508154,0.7111011,0.021893641,8.948087,41.3433,-264.7348,260.81015
56,467002.091743052,seasonal_calving_id_3_1900_2025.nc,8.501118638087063e-05,MAR3.9_NorESM1-M_rcp85_ocean_1960-2100_v4.nc,RACMO2.3p2_ERA5_FGRN055_1940_2023.nc,0.00026316884614527227,1.4437985537573694,0.3282742295879871,1.1781250911764802,,2.900021,3.3067565,0.8289433,0.024876907,6.0629177,43.44649,-218.37706,349.86298
57,467002.091743052,seasonal_calving_id_2_1900_2025.nc,0.00011689822229091077,MAR3.9_NorESM1-M_rcp85_ocean_1960-2100_v4.nc,RACMO2.3p2_ERA5_FGRN055_1940_2023.nc,0.00026316884614527227,1.4437985537573694,0.3282742295879871,1.1781250911764802,,2.3680532,3.3216474,0.7959873,0.027532987,6.14097,44.487316,-331.09067,560.59454
58,467002.091743052,seasonal_calving_id_2_1900_2025.nc,8.501118638087063e-05,MAR3.9_CSIRO-Mk3.6_rcp85_ocean_1960-2100_v4.nc,RACMO2.3p2_ERA5_FGRN055_1940_2023.nc,0.00026316884614527227,1.4437985537573694,0.3282742295879871,1.1781250911764802,,3.1217666,3.2597291,0.6930229,0.020962112,6.175308,42.726566,-325.31375,187.62834
59,467002.091743052,seasonal_calving_id_2_1900_2025.nc,8.501118638087063e-05,MAR3.9_NorESM1-M_rcp85_ocean_1960-2100_v4.nc,MARv3.14-monthly-ERA5_1940_2023.nc,0.00026316884614527227,1.4437985537573694,0.3282742295879871,1.1781250911764802,,1.914408,3.31414,0.656099,0.016183356,5.8510866,41.013485,-471.1319,94.62421
60,467002.091743052,seasonal_calving_id_2_1900_2025.nc,8.501118638087063e-05,MAR3.9_NorESM1-M_rcp85_ocean_1960-2100_v4.nc,RACMO2.3p2_ERA5_FGRN055_1940_2023.nc,0.00025481875374913215,1.4437985537573694,0.3282742295879871,1.1781250911764802,,2.8954992,3.336923,0.57943255,0.015086862,6.486428,42.90759,-593.40735,205.44183
61,467002.091743052,seasonal_calving_id_2_1900_2025.nc,8.501118638087063e-05,MAR3.9_NorESM1-M_rcp85_ocean_1960-2100_v4.nc,RACMO2.3p2_ERA5_FGRN055_1940_2023.nc,0.00026316884614527227,1.563201609440148,0.3282742295879871,1.1781250911764802,,2.8729355,3.3044684,0.7253988,0.01483164,7.178998,42.96996,-380.1397,155.1859
62,467002.091743052,seasonal_calving_id_2_1900_2025.nc,8.501118638087063e-05,MAR3.9_NorESM1-M_rcp85_ocean_1960-2100_v4.nc,RACMO2.3p2_ERA5_FGRN055_1940_2023.nc,0.00026316884614527227,1.4437985537573694,0.5003241998143494,1.1781250911764802,,3.1362941,3.3431551,0.7508123,0.022346733,7.722137,43.629307,-401.255,562.0068
63,467002.091743052,seasonal_calving_id_2_1900_2025.nc,8.501118638087063e-05,MAR3.9_NorESM1-M_rcp85_ocean_1960-2100_v4.nc,RACMO2.3p2_ERA5_FGRN055_1940_2023.nc,0.00026316884614527227,1.4437985537573694,0.3282742295879871,1.1760984194464983,,2.103149,3.2540836,0.60799646,0.015136137,5.1737747,42.99333,-450.40726,220.75656
64,467002.091743052,seasonal_calving_id_2_1900_2025.nc,8.501118638087063e-05,MAR3.9_NorESM1-M_rcp85_ocean_1960-2100_v4.nc,RACMO2.3p2_ERA5_FGRN055_1940_2023.nc,0.00026316884614527227,1.4437985537573694,0.3282742295879871,1.1781250911764802,,2.0137,3.2529478,0.911486,0.015282484,6.5869246,42.715424,-345.2671,225.50778
65,467002.091743052,seasonal_calving_id_2_1900_2025.nc,8.501118638087063e-05,MAR3.9_NorESM1-M_rcp85_ocean_1960-2100_v4.nc,RACMO2.3p2_ERA5_FGRN055_1940_2023.nc,0.00026316884614527227,1.4437985537573694,0.3282742295879871,1.1781250911764802,,2.6614492,3.3155997,0.61058426,0.016479842,5.9254127,44.53853,-477.15186,307.39246
66,375503.82940098643,seasonal_calving_id_0_1900_2025.nc,7.806360789109021e-05,MAR3.9_IPSL-CM5-MR_rcp85_ocean_1960-2100_v4.nc,HIRHAM5-monthly-ERA5_1975_2021.nc,0.00030604372825473547,1.0361368326470255,0.7152568069286644,1.6149727292358875,pism_g450m_frontretreat_calfin_1972_2019.nc,2.5604188,3.3089137,0.7163474,0.015421648,8.631423,44.54141,-339.19122,172.62677
