id,calving.vonmises_calving.sigma_max,delta_T,frac_P,surface.pdd.factor_ice,surface.pdd.factor_snow,surface.pdd.std_dev.value,stress_balance.sia.enhancement_factor,stress_balance.ssa.Glen_exponent,basal_resistance.pseudo_plastic.q,basal_yield_stress.mohr_coulomb.till_effective_fraction_overburden,basal_yield_stress.mohr_coulomb.topg_to_phi.phi_min,basal_yield_stress.mohr_coulomb.topg_to_phi.phi_max,basal_yield_stress.mohr_coulomb.topg_to_phi.topg_min,basal_yield_stress.mohr_coulomb.topg_to_phi.topg_max,climate,hydrology,ocean,climate_file,salinity,fractures,frontal_melt,ocean.th.gamma_T,ocean.models,ocean_file,prescribed_retreat_file,surface.pdd.refreeze,sliding_law
14,673610.6695917104,1.0583063012933098,0.974922308196438,6.632440159411459,5.966262349821485,3.771819892113876,3.1233656,3.328552,0.7506936,0.018086484,8.819017,42.6774,-289.8991,169.4126,given_pdd_delta,diffuse,constant,RACMO2.3p2_ERA5_FGRN055_1940_2023.nc,34,false,off,0.0001,const,MAR3.9_CNRM-ESM2_ssp585_ocean_1960-2100_v4.nc,pism_g450m_frontretreat_calfin_1972_2019.nc,0.6,pseudo_plastic
15,543017.1271773528,-1.9072042138378367,1.008281777760525,4.09975318325295,4.090612960225034,2.4247183519329587,3.2749555,3.3703916,0.7655788,0.025953434,10.068034,40.899563,-318.9569,457.2145,given_pdd_delta,diffuse,constant,RACMO2.3p2_ERA5_FGRN055_1940_2023.nc,34,false,off,0.0001,const,MAR3.9_CNRM-ESM2_ssp585_ocean_1960-2100_v4.nc,pism_g450m_frontretreat_calfin_1972_2019.nc,0.6,pseudo_plastic
16,403134.1190955549,-0.1335374801434117,0.9191458391751399,9.570109419613283,2.30652962906393,4.065327737162012,2.3465972,3.078508,0.6865889,0.017856551,6.8274026,44.473484,-333.79126,198.4228,given_pdd_delta,diffuse,constant,RACMO2.3p2_ERA5_FGRN055_1940_2023.nc,34,false,off,0.0001,const,MAR3.9_CNRM-ESM2_ssp585_ocean_1960-2100_v4.nc,pism_g450m_frontretreat_calfin_1972_2019.nc,0.6,pseudo_plastic
17,410459.05822735856,-1.5839768534319598,1.027587552880834,6.678768313068432,5.634188389892319,4.846077440868459,2.8888528,3.3315423,0.784955,0.018983454,5.425887,42.551525,-397.156,223.73695,given_pdd_delta,diffuse,constant,RACMO2.3p2_ERA5_FGRN055_1940_2023.nc,34,false,off,0.0001,const,MAR3.9_CNRM-ESM2_ssp585_ocean_1960-2100_v4.nc,pism_g450m_frontretreat_calfin_1972_2019.nc,0.6,pseudo_plastic
18,436069.3146068443,1.1372131017006755,0.9362420248011899,7.3688028851586385,4.848484734038735,3.2671030854644814,2.8553321,3.3914385,0.8436294,0.018531967,10.5855465,44.194958,-104.126656,150.38167,given_pdd_delta,diffuse,constant,RACMO2.3p2_ERA5_FGRN055_1940_2023.nc,34,false,off,0.0001,const,MAR3.9_CNRM-ESM2_ssp585_ocean_1960-2100_v4.nc,pism_g450m_frontretreat_calfin_1972_2019.nc,0.6,pseudo_plastic
19,450911.69385133893,-0.5671338220356776,1.0216548336818654,5.7819023979575865,3.775059754303392,2.299718726948667,2.2416422,3.2812674,0.8126931,0.019583702,5.0048475,41.254745,-406.93118,224.16838,given_pdd_delta,diffuse,constant,RACMO2.3p2_ERA5_FGRN055_1940_2023.nc,34,false,off,0.0001,const,MAR3.9_CNRM-ESM2_ssp585_ocean_1960-2100_v4.nc,pism_g450m_frontretreat_calfin_1972_2019.nc,0.6,pseudo_plastic
20,417827.4124139312,1.9643982368820576,1.0458869561179827,6.324338940016223,4.779740544575042,4.605048098222303,2.9340441,3.282043,0.6488373,0.021865731,5.4988117,42.55567,-438.1161,276.08893,given_pdd_delta,diffuse,constant,RACMO2.3p2_ERA5_FGRN055_1940_2023.nc,34,false,off,0.0001,const,MAR3.9_CNRM-ESM2_ssp585_ocean_1960-2100_v4.nc,pism_g450m_frontretreat_calfin_1972_2019.nc,0.6,pseudo_plastic
21,685606.540295123,1.7394350386351243,0.9582053833997674,9.142213682227403,5.27668345571736,5.622866715078467,2.6080575,3.305301,0.6670352,0.015513059,5.5388865,42.25608,-457.08615,236.51476,given_pdd_delta,diffuse,constant,RACMO2.3p2_ERA5_FGRN055_1940_2023.nc,34,false,off,0.0001,const,MAR3.9_CNRM-ESM2_ssp585_ocean_1960-2100_v4.nc,pism_g450m_frontretreat_calfin_1972_2019.nc,0.6,pseudo_plastic
22,627910.711817722,-0.33706796453787,0.9211386673317967,8.83688328586376,1.925586591816608,3.440776470623968,3.2417068,3.351003,0.78019017,0.019849729,7.406023,42.782005,-350.54306,172.30318,given_pdd_delta,diffuse,constant,RACMO2.3p2_ERA5_FGRN055_1940_2023.nc,34,false,off,0.0001,const,MAR3.9_CNRM-ESM2_ssp585_ocean_1960-2100_v4.nc,pism_g450m_frontretreat_calfin_1972_2019.nc,0.6,pseudo_plastic
23,496453.2427146811,-1.654930427074367,1.0982108606887064,7.910906628028636,4.645866833820186,2.777520409030111,2.381441,3.2777405,0.90687805,0.017347842,9.236445,44.644608,-325.87564,186.74086,given_pdd_delta,diffuse,constant,RACMO2.3p2_ERA5_FGRN055_1940_2023.nc,34,false,off,0.0001,const,MAR3.9_CNRM-ESM2_ssp585_ocean_1960-2100_v4.nc,pism_g450m_frontretreat_calfin_1972_2019.nc,0.6,pseudo_plastic
24,364275.99580105837,-0.17845309006567378,0.9056315556674408,5.307910160404913,1.7598730081337937,2.3973321313413942,3.005715,3.384164,0.78517765,0.018161688,9.493251,44.40695,-279.2723,122.685005,given_pdd_delta,diffuse,constant,RACMO2.3p2_ERA5_FGRN055_1940_2023.nc,34,false,off,0.0001,const,MAR3.9_CNRM-ESM2_ssp585_ocean_1960-2100_v4.nc,pism_g450m_frontretreat_calfin_1972_2019.nc,0.6,pseudo_plastic
25,395734.18652410235,-0.5312398186383154,1.0849358398451163,9.992784754178812,2.923021738398608,6.444624065319406,2.7023468,3.3429782,0.7451143,0.020020938,6.4017825,42.887108,-351.8749,110.97072,given_pdd_delta,diffuse,constant,RACMO2.3p2_ERA5_FGRN055_1940_2023.nc,34,false,off,0.0001,const,MAR3.9_CNRM-ESM2_ssp585_ocean_1960-2100_v4.nc,pism_g450m_frontretreat_calfin_1972_2019.nc,0.6,pseudo_plastic
26,560102.4382098872,0.044085292002488785,0.908951326781966,8.178387159732624,2.4689142422549613,5.008547606136766,2.2610018,3.322096,0.66951376,0.024459558,5.618637,40.801537,-536.84875,471.49496,given_pdd_delta,diffuse,constant,RACMO2.3p2_ERA5_FGRN055_1940_2023.nc,34,false,off,0.0001,const,MAR3.9_CNRM-ESM2_ssp585_ocean_1960-2100_v4.nc,pism_g450m_frontretreat_calfin_1972_2019.nc,0.6,pseudo_plastic
27,355849.9711540216,0.3783231360821304,0.9677121156009649,9.234554315406019,1.0276512541333929,5.24186958490662,2.225208,3.3164253,0.8643948,0.018805718,6.3622365,44.717216,-338.30377,379.9441,given_pdd_delta,diffuse,constant,RACMO2.3p2_ERA5_FGRN055_1940_2023.nc,34,false,off,0.0001,const,MAR3.9_CNRM-ESM2_ssp585_ocean_1960-2100_v4.nc,pism_g450m_frontretreat_calfin_1972_2019.nc,0.6,pseudo_plastic
28,553069.9465842897,-1.973316631559062,0.9857609491824657,9.773426328422932,4.122101014579123,3.874908992412413,2.90437,3.3034317,0.7468382,0.022874413,7.6170926,41.41574,-445.27432,656.7106,given_pdd_delta,diffuse,constant,RACMO2.3p2_ERA5_FGRN055_1940_2023.nc,34,false,off,0.0001,const,MAR3.9_CNRM-ESM2_ssp585_ocean_1960-2100_v4.nc,pism_g450m_frontretreat_calfin_1972_2019.nc,0.6,pseudo_plastic
29,604769.1296493849,0.5002145587099531,1.0747594902768702,6.442196141546441,1.2781007609168271,4.924010214567586,2.4836972,3.3440282,0.87595475,0.02279737,6.5716286,44.722923,-209.19785,140.93488,given_pdd_delta,diffuse,constant,RACMO2.3p2_ERA5_FGRN055_1940_2023.nc,34,false,off,0.0001,const,MAR3.9_CNRM-ESM2_ssp585_ocean_1960-2100_v4.nc,pism_g450m_frontretreat_calfin_1972_2019.nc,0.6,pseudo_plastic
30,507436.75613567577,-0.8024299246424589,0.988956354128758,6.228617932611232,5.5373086227359405,6.708965722317694,2.0781286,3.3139417,0.78821105,0.018113872,7.0597224,41.138382,-444.3691,427.13025,given_pdd_delta,diffuse,constant,RACMO2.3p2_ERA5_FGRN055_1940_2023.nc,34,false,off,0.0001,const,MAR3.9_CNRM-ESM2_ssp585_ocean_1960-2100_v4.nc,pism_g450m_frontretreat_calfin_1972_2019.nc,0.6,pseudo_plastic
31,375192.647587808,0.8097556682746139,0.9484650783639366,7.1812850009980735,3.433777090290455,3.078629318041532,1.9898397,3.2633774,0.6401358,0.014917353,6.402067,41.92476,-464.08524,128.73268,given_pdd_delta,diffuse,constant,RACMO2.3p2_ERA5_FGRN055_1940_2023.nc,34,false,off,0.0001,const,MAR3.9_CNRM-ESM2_ssp585_ocean_1960-2100_v4.nc,pism_g450m_frontretreat_calfin_1972_2019.nc,0.6,pseudo_plastic
32,657880.0809204001,-1.1417082037893769,0.9326809968505143,4.483391294248932,5.31268809197515,6.966549116915776,2.116587,3.3619494,0.80161345,0.017882332,5.7442966,44.566395,-482.2621,477.38052,given_pdd_delta,diffuse,constant,RACMO2.3p2_ERA5_FGRN055_1940_2023.nc,34,false,off,0.0001,const,MAR3.9_CNRM-ESM2_ssp585_ocean_1960-2100_v4.nc,pism_g450m_frontretreat_calfin_1972_2019.nc,0.6,pseudo_plastic
33,535306.1748862141,0.28523167470420097,1.051579843523217,7.709101064736747,4.523271760321202,2.54493550634,2.4315255,3.255516,0.627536,0.016655294,5.6504645,41.82304,-365.73743,116.86291,given_pdd_delta,diffuse,constant,RACMO2.3p2_ERA5_FGRN055_1940_2023.nc,34,false,off,0.0001,const,MAR3.9_CNRM-ESM2_ssp585_ocean_1960-2100_v4.nc,pism_g450m_frontretreat_calfin_1972_2019.nc,0.6,pseudo_plastic
34,665430.6977472627,-1.4129696429862328,1.0342371360328613,8.998274690993666,2.5825611167477627,3.925395447081784,2.7761104,3.261525,0.68458605,0.018943897,8.356799,44.297817,-359.18716,131.79115,given_pdd_delta,diffuse,constant,RACMO2.3p2_ERA5_FGRN055_1940_2023.nc,34,false,off,0.0001,const,MAR3.9_CNRM-ESM2_ssp585_ocean_1960-2100_v4.nc,pism_g450m_frontretreat_calfin_1972_2019.nc,0.6,pseudo_plastic
35,361312.965605734,-1.4763559230304883,1.004289991444735,7.553297482202014,3.5092653104742464,4.518304913378827,2.9617724,3.331681,0.7942854,0.020872364,5.330944,42.58864,-526.92773,348.559,given_pdd_delta,diffuse,constant,RACMO2.3p2_ERA5_FGRN055_1940_2023.nc,34,false,off,0.0001,const,MAR3.9_CNRM-ESM2_ssp585_ocean_1960-2100_v4.nc,pism_g450m_frontretreat_calfin_1972_2019.nc,0.6,pseudo_plastic
36,529588.3597121695,1.4610331329604267,1.0390702571362944,7.356499928533842,4.994408893928258,6.012601735948834,2.948841,3.3137984,0.60631084,0.022350267,6.942421,42.85226,-380.8004,215.416,given_pdd_delta,diffuse,constant,RACMO2.3p2_ERA5_FGRN055_1940_2023.nc,34,false,off,0.0001,const,MAR3.9_CNRM-ESM2_ssp585_ocean_1960-2100_v4.nc,pism_g450m_frontretreat_calfin_1972_2019.nc,0.6,pseudo_plastic
37,484998.2060994683,1.6525915454819486,0.960403547781394,4.459516564905897,5.867287239001971,5.929706100311525,2.446249,3.272503,0.787913,0.012599646,6.67247,42.639297,-408.69858,121.59698,given_pdd_delta,diffuse,constant,RACMO2.3p2_ERA5_FGRN055_1940_2023.nc,34,false,off,0.0001,const,MAR3.9_CNRM-ESM2_ssp585_ocean_1960-2100_v4.nc,pism_g450m_frontretreat_calfin_1972_2019.nc,0.6,pseudo_plastic
38,521155.0784347765,0.20961724695156558,0.9303733003390529,4.31232538909752,2.2061065816986756,5.327062302489546,2.2637413,3.3323033,0.9138847,0.018423619,7.5118723,44.834644,-201.68158,90.70057,given_pdd_delta,diffuse,constant,RACMO2.3p2_ERA5_FGRN055_1940_2023.nc,34,false,off,0.0001,const,MAR3.9_CNRM-ESM2_ssp585_ocean_1960-2100_v4.nc,pism_g450m_frontretreat_calfin_1972_2019.nc,0.6,pseudo_plastic
39,661243.1707448232,-1.2075831062349025,1.029912664205657,5.659802818070094,3.077227254120182,2.1778357796818426,2.5928688,3.3538437,0.8496101,0.024685489,6.9446173,43.795,-249.90674,389.23215,given_pdd_delta,diffuse,constant,RACMO2.3p2_ERA5_FGRN055_1940_2023.nc,34,false,off,0.0001,const,MAR3.9_CNRM-ESM2_ssp585_ocean_1960-2100_v4.nc,pism_g450m_frontretreat_calfin_1972_2019.nc,0.6,pseudo_plastic
40,579099.7391256368,1.5362694698308967,1.0521550841200806,8.073982361009179,1.6829713399132409,4.263510777553545,2.3128297,3.3187034,0.75146383,0.015555354,8.272272,40.443256,-379.82834,228.05518,given_pdd_delta,diffuse,constant,RACMO2.3p2_ERA5_FGRN055_1940_2023.nc,34,false,off,0.0001,const,MAR3.9_CNRM-ESM2_ssp585_ocean_1960-2100_v4.nc,pism_g450m_frontretreat_calfin_1972_2019.nc,0.6,pseudo_plastic
41,630124.3505819726,0.14741439073003848,1.0128138793348775,5.060559135622002,1.8242671404944377,5.15756055915104,2.8640215,3.2974443,0.8620742,0.021092197,6.594947,41.98687,-280.99628,247.70482,given_pdd_delta,diffuse,constant,RACMO2.3p2_ERA5_FGRN055_1940_2023.nc,34,false,off,0.0001,const,MAR3.9_CNRM-ESM2_ssp585_ocean_1960-2100_v4.nc,pism_g450m_frontretreat_calfin_1972_2019.nc,0.6,pseudo_plastic
42,616035.2026646773,-0.30513001862264444,1.088273486684098,4.817482361805497,2.147438319239601,4.471545982522116,1.5753838,3.318459,0.90851796,0.017465575,7.552785,42.72946,-242.79945,356.5125,given_pdd_delta,diffuse,constant,RACMO2.3p2_ERA5_FGRN055_1940_2023.nc,34,false,off,0.0001,const,MAR3.9_CNRM-ESM2_ssp585_ocean_1960-2100_v4.nc,pism_g450m_frontretreat_calfin_1972_2019.nc,0.6,pseudo_plastic
43,515743.49495790503,0.6058464147921314,0.9821288382481626,8.718854506562963,3.1517053370290053,5.752882760683596,2.3273122,3.2833056,0.89479864,0.012707074,7.0930157,44.4727,-365.63327,199.13068,given_pdd_delta,diffuse,constant,RACMO2.3p2_ERA5_FGRN055_1940_2023.nc,34,false,off,0.0001,const,MAR3.9_CNRM-ESM2_ssp585_ocean_1960-2100_v4.nc,pism_g450m_frontretreat_calfin_1972_2019.nc,0.6,pseudo_plastic
44,421657.19609503367,1.3585646389358135,1.0194743134615034,5.121630938233397,1.4620501946525124,6.601741143149624,2.8997104,3.3409393,0.7410006,0.027336556,6.564416,42.69689,-286.7219,511.60025,given_pdd_delta,diffuse,constant,RACMO2.3p2_ERA5_FGRN055_1940_2023.nc,34,false,off,0.0001,const,MAR3.9_CNRM-ESM2_ssp585_ocean_1960-2100_v4.nc,pism_g450m_frontretreat_calfin_1972_2019.nc,0.6,pseudo_plastic
45,447276.7196741985,-0.011042342032646868,0.9428424246017801,5.371143200591308,2.8671246067630465,4.142778477472273,2.7358017,3.256961,0.8456343,0.0154716,9.811022,43.87389,-158.15947,166.00064,given_pdd_delta,diffuse,constant,RACMO2.3p2_ERA5_FGRN055_1940_2023.nc,34,false,off,0.0001,const,MAR3.9_CNRM-ESM2_ssp585_ocean_1960-2100_v4.nc,pism_g450m_frontretreat_calfin_1972_2019.nc,0.6,pseudo_plastic
46,568501.4305068176,-1.0003269810899185,0.9937758872689142,8.44785939454642,4.473543742705938,5.5827719166650365,2.5666246,3.2977028,0.7770705,0.01570794,6.0127854,42.206734,-493.80588,222.54785,given_pdd_delta,diffuse,constant,RACMO2.3p2_ERA5_FGRN055_1940_2023.nc,34,false,off,0.0001,const,MAR3.9_CNRM-ESM2_ssp585_ocean_1960-2100_v4.nc,pism_g450m_frontretreat_calfin_1972_2019.nc,0.6,pseudo_plastic
47,586317.9691255769,-1.3187477958401996,1.0691668773816387,7.0261373411801,3.3226372789360012,3.6422031463054236,1.8622413,3.3261814,0.8734507,0.014386169,5.864413,43.77401,-406.31757,236.87729,given_pdd_delta,diffuse,constant,RACMO2.3p2_ERA5_FGRN055_1940_2023.nc,34,false,off,0.0001,const,MAR3.9_CNRM-ESM2_ssp585_ocean_1960-2100_v4.nc,pism_g450m_frontretreat_calfin_1972_2019.nc,0.6,pseudo_plastic
48,482403.7058792532,1.8431179260853665,1.0033383224981862,4.1980353164039075,5.18603918670384,5.40967503578676,2.3100379,3.341858,0.7928441,0.01654987,6.274229,41.00409,-402.84634,52.04785,given_pdd_delta,diffuse,constant,RACMO2.3p2_ERA5_FGRN055_1940_2023.nc,34,false,off,0.0001,const,MAR3.9_CNRM-ESM2_ssp585_ocean_1960-2100_v4.nc,pism_g450m_frontretreat_calfin_1972_2019.nc,0.6,pseudo_plastic
49,468068.58419801237,1.226864403774587,1.066845503317396,6.9823451678973125,2.7127119039483594,2.88196550865968,2.4431224,3.2651494,0.60045105,0.017036468,6.002306,41.8112,-476.84802,150.76578,given_pdd_delta,diffuse,constant,RACMO2.3p2_ERA5_FGRN055_1940_2023.nc,34,false,off,0.0001,const,MAR3.9_CNRM-ESM2_ssp585_ocean_1960-2100_v4.nc,pism_g450m_frontretreat_calfin_1972_2019.nc,0.6,pseudo_plastic
